Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	7.0000	4.0000	1.8091	2.0000	5.0000	8.0000	
16.8091	22.2723	1.0000	4.0000	0.4632	5.0000	8.0000	
34.2723	39.5529	3.0000	2.8755	0.2805	5.0000	8.0000	
50.4284	55.6975	3.0000	1.2843	0.2691	5.0000	8.0000	
64.9817	71.1873	4.0000	4.0000	1.2056	5.0000	8.0000	
83.1873	88.6505	4.0000	4.0000	0.4632	5.0000	8.0000	
100.6505	107.1220	2.0000	4.0000	1.4715	5.0000	8.0000	
119.1220	125.5934	4.0000	4.0000	1.4715	5.0000	8.0000	
137.5934	143.4742	1.0000	1.3562	0.8808	5.0000	8.0000	
152.8304	158.5925	6.0000	4.0000	0.7621	5.0000	8.0000	
170.5925	176.5200	5.0000	0.7357	0.9275	5.0000	8.0000	
185.2557	190.8287	6.0000	0.1901	0.5730	5.0000	8.0000	
199.0188	206.0188	1.0000	4.0000	2.0000	5.0000	8.0000	
218.0188	224.0146	2.0000	4.0000	0.9959	5.0000	8.0000	
236.0146	242.3432	6.0000	4.0000	1.3285	5.0000	8.0000	
254.3432	259.8857	2.0000	3.2387	0.5425	5.0000	8.0000	
271.1244	278.1244	6.0000	1.3210	2.0000	5.0000	8.0000	
287.4454	292.7259	4.0000	1.3562	0.2805	5.0000	8.0000	
302.0821	307.2274	2.0000	4.0000	0.1453	5.0000	8.0000	
319.2274	324.3128	1.0000	1.1696	0.0854	5.0000	8.0000	
333.4825	338.7330	6.0000	4.0000	0.2505	5.0000	8.0000	
350.7330	357.7330	3.0000	4.0000	2.0000	5.0000	8.0000	
369.7330	375.0584	2.0000	0.1901	0.3255	5.0000	8.0000	
383.2485	390.2485	5.0000	4.0000	2.0000	5.0000	8.0000	
402.2485	407.5290	6.0000	4.0000	0.2805	5.0000	8.0000	
419.5290	426.5290	4.0000	4.0000	2.0000	5.0000	8.0000	
438.5290	443.9149	5.0000	4.0000	0.3858	5.0000	8.0000	
455.9149	460.9762	1.0000	2.1444	0.0614	5.0000	8.0000	
471.1206	477.1165	5.0000	4.0000	0.9959	5.0000	8.0000	
489.1165	494.2934	1.0000	0.8531	0.1769	5.0000	8.0000	
503.1464	508.4269	2.0000	4.0000	0.2805	5.0000	8.0000	
520.4269	526.8984	3.0000	4.0000	1.4715	5.0000	8.0000	
538.8984	544.0437	3.0000	4.0000	0.1453	5.0000	8.0000	
556.0437	561.1890	5.0000	4.0000	0.1453	5.0000	8.0000	
573.1890	578.2504	5.0000	4.0000	0.0614	5.0000	8.0000	
590.2504	596.1779	3.0000	2.1444	0.9275	5.0000	8.0000	

