Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	6.2187	6.0000	0.3884	1.2187	5.0000	8.0000	
14.6071	20.8259	3.0000	0.4337	1.2187	5.0000	8.0000	
29.2596	34.4644	6.0000	3.5089	0.2047	5.0000	8.0000	
45.9733	51.6497	3.0000	4.0000	0.6764	5.0000	8.0000	
63.6497	69.9350	5.0000	2.3993	1.2853	5.0000	8.0000	
80.3343	85.3691	6.0000	4.0000	0.0347	5.0000	8.0000	
97.3691	103.5878	2.0000	0.5786	1.2187	5.0000	8.0000	
112.1664	117.2011	3.0000	3.7419	0.0347	5.0000	8.0000	
128.9430	134.2433	2.0000	3.7847	0.3003	5.0000	8.0000	
146.0280	151.3780	4.0000	3.7847	0.3499	5.0000	8.0000	
163.1627	168.4870	1.0000	0.7929	0.3244	5.0000	8.0000	
177.2799	182.8428	1.0000	3.1832	0.5628	5.0000	8.0000	
194.0260	199.0300	4.0000	0.1887	0.0040	5.0000	8.0000	
207.2188	214.2188	4.0000	4.0000	2.0000	5.0000	8.0000	
226.2188	231.7816	2.0000	4.0000	0.5628	5.0000	8.0000	
243.7816	249.1829	3.0000	4.0000	0.4013	5.0000	8.0000	
261.1829	266.2177	5.0000	1.1639	0.0347	5.0000	8.0000	
275.3815	280.7315	2.0000	4.0000	0.3499	5.0000	8.0000	
292.7315	298.0421	4.0000	4.0000	0.3106	5.0000	8.0000	
310.0421	316.4378	1.0000	4.0000	1.3957	5.0000	8.0000	
328.4378	335.4378	4.0000	3.3027	2.0000	5.0000	8.0000	
346.7405	351.7416	3.0000	3.5089	0.0011	5.0000	8.0000	
363.2505	368.3258	5.0000	3.7419	0.0753	5.0000	8.0000	
380.0677	385.2278	3.0000	4.0000	0.1602	5.0000	8.0000	
397.2278	402.2319	5.0000	2.8795	0.0040	5.0000	8.0000	
413.1113	418.7573	1.0000	2.3404	0.6459	5.0000	8.0000	
429.0977	434.9533	5.0000	0.1887	0.8557	5.0000	8.0000	
443.1421	448.1431	2.0000	3.0233	0.0011	5.0000	8.0000	
459.1664	464.4770	2.0000	4.0000	0.3106	5.0000	8.0000	
476.4770	482.1534	5.0000	0.4650	0.6764	5.0000	8.0000	
490.6184	497.2312	4.0000	2.7475	1.6128	5.0000	8.0000	
507.9788	513.0991	6.0000	4.0000	0.1204	5.0000	8.0000	
525.0991	530.5307	1.0000	4.0000	0.4316	5.0000	8.0000	
542.5307	547.9599	1.0000	1.6293	0.4292	5.0000	8.0000	
557.5892	562.8896	6.0000	4.0000	0.3003	5.0000	8.0000	
574.8896	581.2123	6.0000	4.0000	1.3228	5.0000	8.0000	

