Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.2629	3.0000	4.0000	0.2629	5.0000	8.0000	
17.2629	22.8119	4.0000	3.3041	0.5491	5.0000	8.0000	
34.1160	39.1187	4.0000	0.1133	0.0027	5.0000	8.0000	
47.2320	52.6187	2.0000	1.6135	0.3867	5.0000	8.0000	
62.2321	69.2321	4.0000	3.3932	2.0000	5.0000	8.0000	
80.6254	85.9582	6.0000	4.0000	0.3329	5.0000	8.0000	
97.9582	103.5073	3.0000	3.9726	0.5491	5.0000	8.0000	
115.4799	121.0463	4.0000	4.0000	0.5664	5.0000	8.0000	
133.0463	138.8114	3.0000	0.0683	0.7651	5.0000	8.0000	
146.8798	152.3995	6.0000	3.3932	0.5197	5.0000	8.0000	
163.7927	169.1000	6.0000	1.8009	0.3073	5.0000	8.0000	
178.9009	184.1594	6.0000	0.0683	0.2585	5.0000	8.0000	
192.2277	197.9847	1.0000	1.3380	0.7570	5.0000	8.0000	
207.3227	212.6314	5.0000	3.3932	0.3087	5.0000	8.0000	
224.0246	229.4112	1.0000	4.0000	0.3867	5.0000	8.0000	
241.4112	247.2660	5.0000	1.1042	0.8547	5.0000	8.0000	
256.3701	262.0586	6.0000	1.6135	0.6884	5.0000	8.0000	
271.6720	276.6981	6.0000	4.0000	0.0261	5.0000	8.0000	
288.6981	293.9884	5.0000	3.3143	0.2903	5.0000	8.0000	
305.3027	312.3027	2.0000	3.3041	2.0000	5.0000	8.0000	
323.6068	329.6279	5.0000	1.3946	1.0211	5.0000	8.0000	
339.0225	344.2888	5.0000	4.0000	0.2664	5.0000	8.0000	
356.2888	362.0459	2.0000	0.1023	0.7570	5.0000	8.0000	
370.1481	375.9132	2.0000	0.0683	0.7651	5.0000	8.0000	
383.9816	389.3144	2.0000	1.6659	0.3329	5.0000	8.0000	
398.9804	404.2420	3.0000	4.0000	0.2616	5.0000	8.0000	
416.2420	421.2447	2.0000	1.1042	0.0027	5.0000	8.0000	
430.3489	436.2036	1.0000	0.1133	0.8547	5.0000	8.0000	
444.3169	450.0820	4.0000	3.3143	0.7651	5.0000	8.0000	
461.3963	466.7830	4.0000	0.2074	0.3867	5.0000	8.0000	
474.9903	480.2807	3.0000	3.3143	0.2903	5.0000	8.0000	
491.5950	497.4497	3.0000	1.3946	0.8547	5.0000	8.0000	
506.8443	511.8817	5.0000	2.5551	0.0375	5.0000	8.0000	
522.4369	527.7455	1.0000	4.0000	0.3087	5.0000	8.0000	
539.7455	544.7830	1.0000	1.3946	0.0375	5.0000	8.0000	
554.1776	561.1776	1.0000	2.5551	2.0000	5.0000	8.0000	

