Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	6.0195	3.0000	4.0000	1.0195	5.0000	8.0000	
18.0195	23.1016	6.0000	1.6017	0.0821	5.0000	8.0000	
32.7033	37.7802	4.0000	4.0000	0.0769	5.0000	8.0000	
49.7802	56.7802	3.0000	1.9392	2.0000	5.0000	8.0000	
66.7193	73.7193	2.0000	1.6456	2.0000	5.0000	8.0000	
83.3649	88.4418	6.0000	3.6877	0.0769	5.0000	8.0000	
100.1295	107.1295	1.0000	1.6456	2.0000	5.0000	8.0000	
116.7751	122.6644	5.0000	3.6877	0.8894	5.0000	8.0000	
134.3521	139.3584	5.0000	3.2460	0.0063	5.0000	8.0000	
150.6044	156.4448	1.0000	4.0000	0.8404	5.0000	8.0000	
168.4448	173.5463	3.0000	3.6877	0.1015	5.0000	8.0000	
185.2340	190.2403	1.0000	0.2497	0.0063	5.0000	8.0000	
198.4900	204.1563	2.0000	0.4562	0.6664	5.0000	8.0000	
212.6125	218.8049	5.0000	1.4865	1.1924	5.0000	8.0000	
228.2914	234.7931	6.0000	1.9392	1.5017	5.0000	8.0000	
244.7323	250.6217	6.0000	2.1422	0.8894	5.0000	8.0000	
260.7638	266.3045	6.0000	4.0000	0.5406	5.0000	8.0000	
278.3045	285.3045	5.0000	2.3866	2.0000	5.0000	8.0000	
295.6910	300.7367	2.0000	1.6017	0.0456	5.0000	8.0000	
310.3384	317.3384	5.0000	3.4820	2.0000	5.0000	8.0000	
328.8204	334.2461	5.0000	4.0000	0.4257	5.0000	8.0000	
346.2461	351.2512	1.0000	4.0000	0.0051	5.0000	8.0000	
363.2512	368.2996	3.0000	1.4865	0.0484	5.0000	8.0000	
377.7861	383.3267	4.0000	1.2717	0.5406	5.0000	8.0000	
392.5985	397.6441	1.0000	4.0000	0.0456	5.0000	8.0000	
409.6441	414.7767	4.0000	4.0000	0.1326	5.0000	8.0000	
426.7767	432.3699	1.0000	3.2460	0.5932	5.0000	8.0000	
443.6158	448.6979	3.0000	3.4820	0.0821	5.0000	8.0000	
460.1799	465.5556	3.0000	4.0000	0.3756	5.0000	8.0000	
477.5556	484.2012	2.0000	4.0000	1.6457	5.0000	8.0000	
496.2012	502.3936	4.0000	3.4282	1.1924	5.0000	8.0000	
513.8219	520.0143	6.0000	4.0000	1.1924	5.0000	8.0000	
532.0143	538.2065	2.0000	4.0000	1.1923	5.0000	8.0000	
550.2065	556.0959	4.0000	4.0000	0.8894	5.0000	8.0000	
568.0959	574.6983	2.0000	4.0000	1.6025	5.0000	8.0000	
586.6983	592.6053	4.0000	4.0000	0.9070	5.0000	8.0000	

