Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	7.0000	4.0000	0.1077	2.0000	5.0000	8.0000	
15.1077	20.4090	4.0000	4.0000	0.3013	5.0000	8.0000	
32.4090	37.4494	3.0000	2.9011	0.0404	5.0000	8.0000	
48.3506	53.5502	5.0000	2.8023	0.1996	5.0000	8.0000	
64.3525	69.5156	2.0000	3.2269	0.1631	5.0000	8.0000	
80.7425	85.9348	2.0000	4.0000	0.1923	5.0000	8.0000	
97.9348	103.2293	4.0000	3.7240	0.2945	5.0000	8.0000	
114.9534	120.0254	1.0000	4.0000	0.0720	5.0000	8.0000	
132.0254	137.4925	6.0000	2.9011	0.4671	5.0000	8.0000	
148.3936	153.8412	1.0000	1.4919	0.4475	5.0000	8.0000	
163.3330	169.9954	3.0000	2.8004	1.6624	5.0000	8.0000	
180.7958	186.0874	5.0000	2.0655	0.2915	5.0000	8.0000	
196.1529	202.6826	2.0000	2.9417	1.5297	5.0000	8.0000	
213.6243	218.9288	2.0000	4.0000	0.3045	5.0000	8.0000	
230.9288	236.2334	4.0000	1.0611	0.3045	5.0000	8.0000	
245.2944	250.7616	4.0000	3.4950	0.4671	5.0000	8.0000	
262.2566	267.5611	6.0000	0.7939	0.3045	5.0000	8.0000	
276.3550	281.7794	3.0000	3.1759	0.4244	5.0000	8.0000	
292.9553	298.3330	3.0000	1.9262	0.3777	5.0000	8.0000	
308.2592	313.5507	1.0000	4.0000	0.2915	5.0000	8.0000	
325.5507	330.5901	4.0000	2.8023	0.0394	5.0000	8.0000	
341.3924	347.2026	3.0000	0.6651	0.8101	5.0000	8.0000	
355.8677	361.4616	5.0000	0.8551	0.5939	5.0000	8.0000	
370.3167	375.6081	5.0000	3.7240	0.2914	5.0000	8.0000	
387.3321	392.3593	6.0000	0.8793	0.0272	5.0000	8.0000	
401.2386	406.7208	5.0000	4.0000	0.4821	5.0000	8.0000	
418.7208	424.5309	2.0000	0.3425	0.8101	5.0000	8.0000	
432.8734	438.1778	3.0000	4.0000	0.3044	5.0000	8.0000	
450.1778	455.4822	5.0000	0.2144	0.3044	5.0000	8.0000	
463.6966	469.0010	6.0000	0.9864	0.3044	5.0000	8.0000	
477.9874	483.2820	1.0000	2.0626	0.2945	5.0000	8.0000	
493.3446	498.5442	6.0000	3.2269	0.1996	5.0000	8.0000	
509.7712	515.2383	2.0000	1.0611	0.4671	5.0000	8.0000	
524.2994	529.5221	1.0000	2.4898	0.2227	5.0000	8.0000	
540.0119	545.6754	1.0000	1.0611	0.6635	5.0000	8.0000	
554.7365	561.7365	6.0000	3.1759	2.0000	5.0000	8.0000	

