Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	6.1313	5.0000	3.1108	1.1313	5.0000	8.0000	
17.2422	23.0545	1.0000	4.0000	0.8124	5.0000	8.0000	
35.0545	40.3660	2.0000	4.0000	0.3115	5.0000	8.0000	
52.3660	57.5031	1.0000	0.0799	0.1371	5.0000	8.0000	
65.5830	72.1687	6.0000	2.5324	1.5857	5.0000	8.0000	
82.7011	87.8988	4.0000	4.0000	0.1977	5.0000	8.0000	
99.8988	105.8546	6.0000	3.1730	0.9558	5.0000	8.0000	
117.0276	122.0519	2.0000	0.4550	0.0243	5.0000	8.0000	
130.5069	136.0240	1.0000	2.3695	0.5171	5.0000	8.0000	
146.3935	152.3562	5.0000	2.5324	0.9628	5.0000	8.0000	
162.8886	168.7010	3.0000	4.0000	0.8124	5.0000	8.0000	
180.7010	185.7030	4.0000	3.5178	0.0020	5.0000	8.0000	
197.2209	203.3526	5.0000	4.0000	1.1317	5.0000	8.0000	
215.3526	220.4417	3.0000	4.0000	0.0891	5.0000	8.0000	
232.4417	237.8048	3.0000	4.0000	0.3631	5.0000	8.0000	
249.8048	256.8048	5.0000	3.5178	2.0000	5.0000	8.0000	
268.3227	273.3470	6.0000	2.7032	0.0243	5.0000	8.0000	
284.0502	290.0060	1.0000	4.0000	0.9558	5.0000	8.0000	
302.0060	308.3642	6.0000	2.7913	1.3582	5.0000	8.0000	
319.1554	326.1554	2.0000	0.6873	2.0000	5.0000	8.0000	
334.8428	340.4762	1.0000	0.4249	0.6334	5.0000	8.0000	
348.9011	355.0485	5.0000	4.0000	1.1474	5.0000	8.0000	
367.0485	372.2722	4.0000	4.0000	0.2237	5.0000	8.0000	
384.2722	391.2722	3.0000	3.5178	2.0000	5.0000	8.0000	
402.7901	408.9375	1.0000	1.1173	1.1474	5.0000	8.0000	
418.0548	423.1439	2.0000	3.0273	0.0891	5.0000	8.0000	
434.1712	439.4265	3.0000	4.0000	0.2553	5.0000	8.0000	
451.4265	456.5636	4.0000	1.5905	0.1371	5.0000	8.0000	
466.1541	472.5555	4.0000	3.1108	1.4014	5.0000	8.0000	
483.6663	489.0294	2.0000	2.5324	0.3631	5.0000	8.0000	
499.5618	504.6823	2.0000	1.3078	0.1204	5.0000	8.0000	
513.9900	519.2863	6.0000	3.1108	0.2963	5.0000	8.0000	
530.3972	535.4214	3.0000	3.1108	0.0243	5.0000	8.0000	
546.5323	551.6527	4.0000	4.0000	0.1204	5.0000	8.0000	
563.6527	570.0541	6.0000	2.5813	1.4014	5.0000	8.0000	
580.6354	586.8646	5.0000	4.0000	1.2292	5.0000	8.0000	

