Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	7.0000	4.0000	0.1077	2.0000	5.0000	8.0000	
15.1077	20.4090	4.0000	4.0000	0.3013	5.0000	8.0000	
32.4090	37.4494	3.0000	2.9011	0.0404	5.0000	8.0000	
48.3506	53.5502	5.0000	2.8023	0.1996	5.0000	8.0000	
64.3525	69.5156	2.0000	3.2269	0.1631	5.0000	8.0000	
80.7425	85.9348	2.0000	4.0000	0.1923	5.0000	8.0000	
97.9348	103.2293	4.0000	3.7240	0.2945	5.0000	8.0000	
114.9534	120.0254	1.0000	4.0000	0.0720	5.0000	8.0000	
132.0254	137.4925	6.0000	2.9011	0.4671	5.0000	8.0000	
148.3936	153.8412	1.0000	1.4919	0.4475	5.0000	8.0000	
163.3330	169.9954	3.0000	2.8004	1.6624	5.0000	8.0000	
180.7958	186.0874	5.0000	2.0655	0.2915	5.0000	8.0000	
196.1529	202.6826	2.0000	2.9417	1.5297	5.0000	8.0000	
213.6243	218.9288	2.0000	4.0000	0.3045	5.0000	8.0000	
230.9288	236.2334	4.0000	1.0611	0.3045	5.0000	8.0000	
245.2944	250.7616	4.0000	3.4950	0.4671	5.0000	8.0000	
262.2566	267.5611	6.0000	0.7939	0.3045	5.0000	8.0000	
276.3550	281.7794	3.0000	3.1759	0.4244	5.0000	8.0000	
292.9553	298.3330	3.0000	1.9262	0.3777	5.0000	8.0000	
308.2592	313.5507	1.0000	4.0000	0.2915	5.0000	8.0000	
325.5507	330.5901	4.0000	2.8023	0.0394	5.0000	8.0000	
341.3924	347.2026	3.0000	0.6651	0.8101	5.0000	8.0000	
355.8677	361.4616	5.0000	0.8551	0.5939	5.0000	8.0000	
370.3167	375.6081	5.0000	3.7240	0.2914	5.0000	8.0000	
387.3321	392.3593	6.0000	0.8793	0.0272	5.0000	8.0000	
401.2386	406.7208	5.0000	4.0000	0.4821	5.0000	8.0000	
418.7208	424.5309	2.0000	0.3425	0.8101	5.0000	8.0000	
432.8734	438.1778	3.0000	4.0000	0.3044	5.0000	8.0000	
450.1778	455.4822	5.0000	0.2144	0.3044	5.0000	8.0000	
463.6966	469.0010	6.0000	0.9864	0.3044	5.0000	8.0000	
477.9874	483.2820	1.0000	2.0626	0.2945	5.0000	8.0000	
493.3446	498.5442	6.0000	3.2269	0.1996	5.0000	8.0000	
509.7712	515.2383	2.0000	1.0611	0.4671	5.0000	8.0000	
524.2994	529.5221	1.0000	2.4898	0.2227	5.0000	8.0000	
540.0119	545.6754	1.0000	1.0611	0.6635	5.0000	8.0000	
554.7365	561.7365	6.0000	3.1759	2.0000	5.0000	8.0000	

Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.1482	6.0000	3.1189	0.1482	5.0000	8.0000	
16.2671	21.5741	3.0000	2.7220	0.3070	5.0000	8.0000	
32.2960	37.6938	6.0000	2.2473	0.3978	5.0000	8.0000	
47.9412	52.9671	6.0000	2.5117	0.0259	5.0000	8.0000	
63.4788	68.8766	3.0000	4.0000	0.3978	5.0000	8.0000	
80.8766	87.2086	3.0000	2.2473	1.3320	5.0000	8.0000	
97.4559	102.4818	4.0000	4.0000	0.0259	5.0000	8.0000	
114.4818	120.1250	5.0000	0.0273	0.6432	5.0000	8.0000	
128.1523	133.3336	4.0000	3.7234	0.1813	5.0000	8.0000	
145.0570	150.2040	2.0000	4.0000	0.1470	5.0000	8.0000	
162.2040	167.7511	2.0000	1.9470	0.5471	5.0000	8.0000	
177.6981	182.8089	4.0000	4.0000	0.1108	5.0000	8.0000	
194.8089	200.0783	4.0000	1.8416	0.2694	5.0000	8.0000	
209.9199	216.9199	6.0000	4.0000	2.0000	5.0000	8.0000	
228.9199	235.2251	2.0000	1.3899	1.3052	5.0000	8.0000	
244.6150	249.9682	5.0000	2.1069	0.3532	5.0000	8.0000	
260.0751	265.1508	4.0000	0.7215	0.0757	5.0000	8.0000	
273.8723	279.2701	5.0000	1.3210	0.3978	5.0000	8.0000	
288.5912	293.7382	1.0000	2.2473	0.1470	5.0000	8.0000	
303.9855	309.3147	2.0000	3.8577	0.3291	5.0000	8.0000	
321.1724	327.3953	6.0000	0.9079	1.2229	5.0000	8.0000	
336.3032	341.4015	3.0000	4.0000	0.0983	5.0000	8.0000	
353.4015	358.7993	1.0000	0.4753	0.3978	5.0000	8.0000	
367.2746	373.0702	4.0000	0.6689	0.7956	5.0000	8.0000	
381.7391	386.9204	6.0000	3.7234	0.1813	5.0000	8.0000	
398.6438	404.8667	5.0000	3.4232	1.2229	5.0000	8.0000	
416.2899	421.4369	5.0000	3.4364	0.1470	5.0000	8.0000	
432.8733	438.0546	2.0000	1.4891	0.1813	5.0000	8.0000	
447.5437	454.5437	2.0000	4.0000	2.0000	5.0000	8.0000	
466.5437	472.1870	3.0000	0.7215	0.6432	5.0000	8.0000	
480.9085	486.2617	1.0000	1.0298	0.3532	5.0000	8.0000	
495.2915	500.5609	1.0000	3.1189	0.2694	5.0000	8.0000	
511.6799	516.7431	1.0000	1.8416	0.0633	5.0000	8.0000	
526.5847	531.8226	1.0000	3.4232	0.2379	5.0000	8.0000	
543.2458	548.9519	3.0000	0.0350	0.7061	5.0000	8.0000	
556.9869	563.9869	5.0000	0.5262	2.0000	5.0000	8.0000	

