Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.3324	3.0000	4.0000	0.3324	5.0000	8.0000	
17.3324	22.6648	4.0000	3.5805	0.3324	5.0000	8.0000	
34.2453	41.0310	4.0000	0.5555	1.7857	5.0000	8.0000	
49.5865	56.3722	3.0000	1.9965	1.7857	5.0000	8.0000	
66.3688	72.4729	5.0000	0.4433	1.1041	5.0000	8.0000	
80.9161	86.2944	3.0000	4.0000	0.3783	5.0000	8.0000	
98.2944	103.6976	2.0000	2.0908	0.4032	5.0000	8.0000	
113.7884	119.8925	2.0000	3.5805	1.1041	5.0000	8.0000	
131.4731	136.7762	2.0000	3.1069	0.3032	5.0000	8.0000	
147.8831	153.0336	4.0000	2.1156	0.1505	5.0000	8.0000	
163.1493	169.1311	1.0000	4.0000	0.9818	5.0000	8.0000	
181.1311	186.5343	6.0000	0.6505	0.4032	5.0000	8.0000	
195.1848	200.2733	6.0000	2.9122	0.0885	5.0000	8.0000	
211.1856	216.5888	4.0000	4.0000	0.4032	5.0000	8.0000	
228.5888	235.5888	3.0000	4.0000	2.0000	5.0000	8.0000	
247.5888	252.6895	3.0000	2.9122	0.1007	5.0000	8.0000	
263.6017	270.6017	1.0000	0.9362	2.0000	5.0000	8.0000	
279.5380	285.0359	2.0000	4.0000	0.4979	5.0000	8.0000	
297.0359	302.4141	1.0000	4.0000	0.3783	5.0000	8.0000	
314.4141	319.5026	2.0000	2.1156	0.0885	5.0000	8.0000	
329.6183	335.3789	5.0000	4.0000	0.7607	5.0000	8.0000	
347.3789	352.4796	5.0000	4.0000	0.1007	5.0000	8.0000	
364.4796	369.7828	6.0000	4.0000	0.3032	5.0000	8.0000	
381.7828	387.1234	4.0000	2.0908	0.3406	5.0000	8.0000	
397.2142	403.2348	1.0000	4.0000	1.0206	5.0000	8.0000	
415.2348	420.6959	6.0000	4.0000	0.4611	5.0000	8.0000	
432.6959	437.7844	3.0000	1.2045	0.0885	5.0000	8.0000	
446.9889	452.2036	4.0000	4.0000	0.2147	5.0000	8.0000	
464.2036	469.3743	6.0000	4.0000	0.1708	5.0000	8.0000	
481.3743	486.7854	6.0000	3.9224	0.4110	5.0000	8.0000	
498.7077	504.4684	2.0000	3.9224	0.7607	5.0000	8.0000	
516.3907	523.3907	5.0000	4.0000	2.0000	5.0000	8.0000	
535.3907	541.1765	5.0000	0.0391	0.7857	5.0000	8.0000	
549.2155	556.0012	5.0000	1.0719	1.7857	5.0000	8.0000	
565.0731	570.3220	1.0000	4.0000	0.2489	5.0000	8.0000	
582.3220	589.3220	1.0000	0.7836	2.0000	5.0000	8.0000	

