Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.0694	4.0000	1.0581	0.0694	5.0000	8.0000	
14.1274	19.4358	3.0000	3.0404	0.3084	5.0000	8.0000	
30.4762	36.6050	6.0000	3.1458	1.1288	5.0000	8.0000	
47.7508	53.0592	5.0000	4.0000	0.3084	5.0000	8.0000	
65.0592	70.5108	1.0000	1.8711	0.4516	5.0000	8.0000	
80.3819	85.8260	1.0000	4.0000	0.4441	5.0000	8.0000	
97.8260	104.8260	3.0000	1.7871	2.0000	5.0000	8.0000	
114.6131	120.1701	4.0000	0.4999	0.5570	5.0000	8.0000	
128.6701	134.4362	2.0000	4.0000	0.7661	5.0000	8.0000	
146.4362	152.5751	1.0000	4.0000	1.1390	5.0000	8.0000	
164.5751	170.8902	3.0000	4.0000	1.3151	5.0000	8.0000	
182.8902	189.4711	5.0000	3.1650	1.5809	5.0000	8.0000	
200.6360	206.1930	1.0000	0.9010	0.5570	5.0000	8.0000	
215.0940	221.2330	2.0000	1.8711	1.1390	5.0000	8.0000	
231.1040	237.5339	2.0000	3.9412	1.4299	5.0000	8.0000	
249.4751	255.0527	2.0000	4.0000	0.5776	5.0000	8.0000	
267.0527	272.4969	4.0000	1.7871	0.4441	5.0000	8.0000	
282.2840	287.2988	5.0000	4.0000	0.0149	5.0000	8.0000	
299.2988	305.8797	6.0000	3.5385	1.5809	5.0000	8.0000	
317.4182	323.2246	6.0000	4.0000	0.8064	5.0000	8.0000	
335.2246	341.3534	2.0000	2.3767	1.1288	5.0000	8.0000	
351.7301	357.1351	2.0000	4.0000	0.4049	5.0000	8.0000	
369.1351	374.8930	5.0000	4.0000	0.7580	5.0000	8.0000	
386.8930	392.3172	4.0000	4.0000	0.4242	5.0000	8.0000	
404.3172	411.0812	6.0000	0.5522	1.7640	5.0000	8.0000	
419.6334	425.0383	3.0000	0.5522	0.4049	5.0000	8.0000	
433.5905	438.6599	3.0000	1.0749	0.0694	5.0000	8.0000	
447.7348	453.1590	5.0000	4.0000	0.4242	5.0000	8.0000	
465.1590	470.4124	5.0000	3.9227	0.2534	5.0000	8.0000	
482.3351	488.1012	4.0000	4.0000	0.7661	5.0000	8.0000	
500.1012	505.8672	3.0000	2.3840	0.7661	5.0000	8.0000	
516.2512	522.4210	1.0000	2.1763	1.1698	5.0000	8.0000	
532.5973	538.1749	1.0000	4.0000	0.5776	5.0000	8.0000	
550.1749	555.3869	6.0000	1.1156	0.2120	5.0000	8.0000	
564.5025	569.9466	6.0000	4.0000	0.4441	5.0000	8.0000	
581.9466	588.9466	4.0000	4.0000	2.0000	5.0000	8.0000	

Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.2260	1.0000	4.0000	0.2260	5.0000	8.0000	
17.2260	22.8311	3.0000	0.8080	0.6051	5.0000	8.0000	
31.6391	36.6906	1.0000	2.5504	0.0515	5.0000	8.0000	
47.2410	52.4092	2.0000	3.1297	0.1682	5.0000	8.0000	
63.5390	70.4393	5.0000	4.0000	1.9004	5.0000	8.0000	
82.4393	87.9155	2.0000	4.0000	0.4762	5.0000	8.0000	
99.9155	105.2634	2.0000	2.6247	0.3479	5.0000	8.0000	
115.8881	121.7573	5.0000	4.0000	0.8692	5.0000	8.0000	
133.7573	139.8343	6.0000	4.0000	1.0770	5.0000	8.0000	
151.8343	157.5101	6.0000	1.3566	0.6758	5.0000	8.0000	
166.8667	172.9437	5.0000	2.2452	1.0770	5.0000	8.0000	
183.1889	189.5937	3.0000	4.0000	1.4048	5.0000	8.0000	
201.5937	207.3923	6.0000	4.0000	0.7986	5.0000	8.0000	
219.3923	225.1909	3.0000	3.5501	0.7986	5.0000	8.0000	
236.7410	241.8616	1.0000	1.7948	0.1206	5.0000	8.0000	
251.6564	257.3322	1.0000	4.0000	0.6758	5.0000	8.0000	
269.3322	274.5400	4.0000	2.2452	0.2078	5.0000	8.0000	
284.7852	290.1197	3.0000	2.6247	0.3345	5.0000	8.0000	
300.7444	305.7870	2.0000	4.0000	0.0426	5.0000	8.0000	
317.7870	322.9658	5.0000	3.1948	0.1788	5.0000	8.0000	
334.1607	339.5811	3.0000	4.0000	0.4204	5.0000	8.0000	
351.5811	356.6326	6.0000	4.0000	0.0515	5.0000	8.0000	
368.6326	375.6326	4.0000	0.3161	2.0000	5.0000	8.0000	
383.9487	388.9908	6.0000	0.3161	0.0421	5.0000	8.0000	
397.3070	402.5329	4.0000	4.0000	0.2260	5.0000	8.0000	
414.5329	419.7407	2.0000	0.2003	0.2078	5.0000	8.0000	
427.9410	433.7928	6.0000	4.0000	0.8519	5.0000	8.0000	
445.7928	452.1003	5.0000	0.5995	1.3075	5.0000	8.0000	
460.6998	465.7419	5.0000	3.1297	0.0421	5.0000	8.0000	
476.8717	483.1791	4.0000	4.0000	1.3075	5.0000	8.0000	
495.1791	500.2998	4.0000	0.6743	0.1206	5.0000	8.0000	
508.9740	515.8744	4.0000	4.0000	1.9004	5.0000	8.0000	
527.8744	533.0822	3.0000	4.0000	0.2078	5.0000	8.0000	
545.0822	550.4627	2.0000	4.0000	0.3805	5.0000	8.0000	
562.4627	567.5053	1.0000	4.0000	0.0426	5.0000	8.0000	
579.5053	585.9788	1.0000	2.2452	1.4735	5.0000	8.0000	

