Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	6.4560	1.0000	4.0000	1.4560	5.0000	8.0000	
18.4560	23.4777	3.0000	4.0000	0.0217	5.0000	8.0000	
35.4777	41.1739	2.0000	0.4743	0.6962	5.0000	8.0000	
49.6483	54.7853	2.0000	4.0000	0.1370	5.0000	8.0000	
66.7853	71.8278	1.0000	4.0000	0.0425	5.0000	8.0000	
83.8278	88.9371	5.0000	3.9504	0.1093	5.0000	8.0000	
100.8875	106.9997	1.0000	0.0653	1.1122	5.0000	8.0000	
115.0650	120.4254	3.0000	3.4866	0.3604	5.0000	8.0000	
131.9120	137.7307	5.0000	3.0237	0.8187	5.0000	8.0000	
148.7545	153.9104	4.0000	2.2133	0.1559	5.0000	8.0000	
164.1237	169.2550	4.0000	2.0335	0.1313	5.0000	8.0000	
179.2885	184.4005	4.0000	4.0000	0.1120	5.0000	8.0000	
196.4005	201.5322	5.0000	0.0653	0.1317	5.0000	8.0000	
209.5975	216.0792	3.0000	4.0000	1.4818	5.0000	8.0000	
228.0792	233.2018	2.0000	1.4460	0.1225	5.0000	8.0000	
242.6477	248.7506	2.0000	3.6430	1.1029	5.0000	8.0000	
260.3936	266.4434	6.0000	4.0000	1.0499	5.0000	8.0000	
278.4434	283.4651	1.0000	4.0000	0.0217	5.0000	8.0000	
295.4651	300.8255	5.0000	4.0000	0.3604	5.0000	8.0000	
312.8255	319.3073	1.0000	0.3754	1.4818	5.0000	8.0000	
327.6827	332.7253	2.0000	4.0000	0.0425	5.0000	8.0000	
344.7253	349.7760	5.0000	1.9879	0.0507	5.0000	8.0000	
359.7638	365.9460	6.0000	3.4866	1.1821	5.0000	8.0000	
377.4326	382.4719	3.0000	4.0000	0.0393	5.0000	8.0000	
394.4719	400.3531	6.0000	0.1304	0.8812	5.0000	8.0000	
408.4835	414.9770	2.0000	3.9642	1.4935	5.0000	8.0000	
426.9412	433.0260	1.0000	0.1304	1.0847	5.0000	8.0000	
441.1564	446.2877	5.0000	4.0000	0.1313	5.0000	8.0000	
458.2877	463.4912	6.0000	2.1460	0.2035	5.0000	8.0000	
473.6372	479.5916	4.0000	1.4460	0.9544	5.0000	8.0000	
489.0375	494.9188	4.0000	3.0237	0.8812	5.0000	8.0000	
505.9425	512.9425	4.0000	4.0000	2.0000	5.0000	8.0000	
524.9425	531.0272	3.0000	4.0000	1.0847	5.0000	8.0000	
543.0272	548.0665	6.0000	4.0000	0.0393	5.0000	8.0000	
560.0665	565.0703	3.0000	3.0237	0.0038	5.0000	8.0000	
576.0941	581.4545	6.0000	4.0000	0.3604	5.0000	8.0000	

