Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.6290	5.0000	2.2040	0.6290	5.0000	8.0000	
15.8330	21.3227	6.0000	1.3150	0.4897	5.0000	8.0000	
30.6377	36.1231	4.0000	4.0000	0.4854	5.0000	8.0000	
48.1231	53.4038	6.0000	4.0000	0.2807	5.0000	8.0000	
65.4038	71.8096	6.0000	4.0000	1.4058	5.0000	8.0000	
83.8096	89.0936	5.0000	4.0000	0.2840	5.0000	8.0000	
101.0936	106.0947	5.0000	1.9895	0.0011	5.0000	8.0000	
116.0843	121.2953	5.0000	4.0000	0.2110	5.0000	8.0000	
133.2953	139.3401	3.0000	4.0000	1.0448	5.0000	8.0000	
151.3401	156.8526	3.0000	1.1447	0.5125	5.0000	8.0000	
165.9973	172.9973	4.0000	0.0526	2.0000	5.0000	8.0000	
181.0498	186.7000	4.0000	1.0585	0.6502	5.0000	8.0000	
195.7585	200.8196	3.0000	0.0526	0.0610	5.0000	8.0000	
208.8721	214.1528	3.0000	4.0000	0.2807	5.0000	8.0000	
226.1528	233.1528	1.0000	0.0526	2.0000	5.0000	8.0000	
241.2054	246.4861	2.0000	4.0000	0.2807	5.0000	8.0000	
258.4861	264.5433	2.0000	0.5857	1.0572	5.0000	8.0000	
273.1290	278.5848	6.0000	4.0000	0.4558	5.0000	8.0000	
290.5848	296.0974	1.0000	4.0000	0.5125	5.0000	8.0000	
308.0974	313.0985	1.0000	3.1197	0.0011	5.0000	8.0000	
324.2183	330.5072	1.0000	1.1883	1.2889	5.0000	8.0000	
339.6955	345.5711	2.0000	1.3150	0.8755	5.0000	8.0000	
354.8860	360.1700	1.0000	3.6579	0.2840	5.0000	8.0000	
371.8279	378.8279	2.0000	3.2872	2.0000	5.0000	8.0000	
390.1151	395.2961	3.0000	0.2777	0.1810	5.0000	8.0000	
403.5738	408.8214	4.0000	4.0000	0.2475	5.0000	8.0000	
420.8214	426.0689	3.0000	3.2872	0.2475	5.0000	8.0000	
437.3560	442.9850	4.0000	3.1197	0.6290	5.0000	8.0000	
454.1047	459.9925	2.0000	4.0000	0.8878	5.0000	8.0000	
471.9925	477.1973	1.0000	0.0039	0.2048	5.0000	8.0000	
485.2011	490.8301	6.0000	0.0039	0.6290	5.0000	8.0000	
498.8339	504.0387	2.0000	4.0000	0.2048	5.0000	8.0000	
516.0387	521.2435	5.0000	3.1197	0.2048	5.0000	8.0000	
532.3632	537.6107	5.0000	0.0526	0.2475	5.0000	8.0000	
545.6633	551.7081	4.0000	1.3150	1.0448	5.0000	8.0000	
561.0231	566.3071	6.0000	1.5334	0.2840	5.0000	8.0000	

