Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.5405	2.0000	2.8657	0.5405	5.0000	8.0000	
16.4062	22.1186	5.0000	2.8657	0.7124	5.0000	8.0000	
32.9843	38.5802	2.0000	3.3464	0.5959	5.0000	8.0000	
49.9266	55.6705	1.0000	4.0000	0.7439	5.0000	8.0000	
67.6705	72.7597	4.0000	2.5588	0.0893	5.0000	8.0000	
83.3185	89.2840	1.0000	4.0000	0.9655	5.0000	8.0000	
101.2840	106.8244	4.0000	3.3464	0.5405	5.0000	8.0000	
118.1708	124.5774	6.0000	3.9723	1.4066	5.0000	8.0000	
136.5497	141.7016	6.0000	4.0000	0.1519	5.0000	8.0000	
153.7016	159.2421	5.0000	4.0000	0.5405	5.0000	8.0000	
171.2421	177.3723	6.0000	4.0000	1.1303	5.0000	8.0000	
189.3723	194.9520	1.0000	2.8133	0.5797	5.0000	8.0000	
205.7654	212.4396	4.0000	3.3817	1.6742	5.0000	8.0000	
223.8213	229.4172	1.0000	1.4413	0.5959	5.0000	8.0000	
238.8585	245.8585	6.0000	4.0000	2.0000	5.0000	8.0000	
257.8585	263.6301	3.0000	1.6352	0.7716	5.0000	8.0000	
273.2653	278.9664	4.0000	4.0000	0.7011	5.0000	8.0000	
290.9664	297.5269	5.0000	1.9502	1.5605	5.0000	8.0000	
307.4771	312.7958	1.0000	4.0000	0.3188	5.0000	8.0000	
324.7958	331.3801	3.0000	4.0000	1.5843	5.0000	8.0000	
343.3801	350.2362	5.0000	2.5588	1.8560	5.0000	8.0000	
360.7950	367.3555	4.0000	1.7440	1.5605	5.0000	8.0000	
377.0994	382.3986	6.0000	0.2294	0.2992	5.0000	8.0000	
390.6280	396.2925	4.0000	3.9047	0.6645	5.0000	8.0000	
408.1972	415.1972	5.0000	4.0000	2.0000	5.0000	8.0000	
427.1972	432.7710	5.0000	3.3817	0.5738	5.0000	8.0000	
444.1527	451.0087	3.0000	4.0000	1.8560	5.0000	8.0000	
463.0087	468.3453	3.0000	1.4413	0.3365	5.0000	8.0000	
477.7866	483.3663	2.0000	1.4413	0.5797	5.0000	8.0000	
492.8076	499.7934	2.0000	4.0000	1.9857	5.0000	8.0000	
511.7934	517.5869	1.0000	1.6352	0.7935	5.0000	8.0000	
527.2220	532.4397	2.0000	2.5588	0.2177	5.0000	8.0000	
542.9985	548.5899	3.0000	3.3817	0.5914	5.0000	8.0000	
559.9716	565.9371	2.0000	0.3455	0.9655	5.0000	8.0000	
574.2826	579.8231	6.0000	3.9047	0.5405	5.0000	8.0000	
591.7278	597.3625	3.0000	4.0000	0.6347	5.0000	8.0000	

