Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.4647	2.0000	4.0000	0.4647	5.0000	8.0000	
17.4647	22.8159	5.0000	3.8035	0.3513	5.0000	8.0000	
34.6194	39.6843	6.0000	4.0000	0.0648	5.0000	8.0000	
51.6843	56.8971	3.0000	4.0000	0.2128	5.0000	8.0000	
68.8971	74.1704	6.0000	0.7077	0.2733	5.0000	8.0000	
82.8780	88.5759	5.0000	1.2440	0.6978	5.0000	8.0000	
97.8198	103.2845	1.0000	4.0000	0.4647	5.0000	8.0000	
115.2845	122.2118	2.0000	1.4456	1.9273	5.0000	8.0000	
131.6574	136.8715	4.0000	2.4615	0.2142	5.0000	8.0000	
147.3330	153.1533	1.0000	0.3612	0.8203	5.0000	8.0000	
161.5145	166.5794	2.0000	1.7322	0.0648	5.0000	8.0000	
176.3116	181.3839	6.0000	4.0000	0.0723	5.0000	8.0000	
193.3839	198.7551	3.0000	0.7077	0.3712	5.0000	8.0000	
207.4627	212.8140	6.0000	1.6246	0.3513	5.0000	8.0000	
222.4386	227.8958	3.0000	3.4508	0.4573	5.0000	8.0000	
239.3467	244.8371	6.0000	1.0583	0.4904	5.0000	8.0000	
253.8953	260.8953	2.0000	3.0701	2.0000	5.0000	8.0000	
271.9654	277.5338	2.0000	0.4693	0.5684	5.0000	8.0000	
286.0031	291.2159	5.0000	0.3526	0.2128	5.0000	8.0000	
299.5685	304.7827	5.0000	4.0000	0.2142	5.0000	8.0000	
316.7827	322.3510	3.0000	3.1768	0.5684	5.0000	8.0000	
333.5278	338.9925	3.0000	0.1329	0.4647	5.0000	8.0000	
347.1254	352.3796	3.0000	2.4615	0.2543	5.0000	8.0000	
362.8411	367.9134	4.0000	1.2185	0.0723	5.0000	8.0000	
377.1319	382.3447	4.0000	3.0701	0.2128	5.0000	8.0000	
393.4148	399.3485	1.0000	4.0000	0.9336	5.0000	8.0000	
411.3485	416.4208	5.0000	4.0000	0.0723	5.0000	8.0000	
428.4208	434.1916	5.0000	4.0000	0.7708	5.0000	8.0000	
446.1916	452.3194	1.0000	3.0701	1.1278	5.0000	8.0000	
463.3895	470.3895	6.0000	4.0000	2.0000	5.0000	8.0000	
482.3895	487.7607	4.0000	1.4949	0.3712	5.0000	8.0000	
497.2556	503.1892	2.0000	2.4615	0.9336	5.0000	8.0000	
513.6507	518.9624	1.0000	1.7322	0.3117	5.0000	8.0000	
528.6946	533.9679	4.0000	1.4456	0.2733	5.0000	8.0000	
543.4135	548.4367	4.0000	4.0000	0.0232	5.0000	8.0000	
560.4367	566.9062	1.0000	0.5749	1.4695	5.0000	8.0000	

