Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.4952	2.0000	1.8233	0.4952	5.0000	8.0000	
15.3185	21.4634	3.0000	0.0814	1.1449	5.0000	8.0000	
29.5448	34.5672	1.0000	0.8268	0.0224	5.0000	8.0000	
43.3940	48.4969	1.0000	4.0000	0.1029	5.0000	8.0000	
60.4969	65.5905	6.0000	0.1182	0.0936	5.0000	8.0000	
73.7087	80.0714	3.0000	4.0000	1.3627	5.0000	8.0000	
92.0714	97.4135	3.0000	4.0000	0.3421	5.0000	8.0000	
109.4135	114.9973	6.0000	0.0814	0.5838	5.0000	8.0000	
123.0787	128.6938	2.0000	0.0814	0.6151	5.0000	8.0000	
136.7752	141.9304	2.0000	2.5338	0.1553	5.0000	8.0000	
152.4643	159.4643	5.0000	2.4044	2.0000	5.0000	8.0000	
169.8687	175.6070	4.0000	2.9505	0.7383	5.0000	8.0000	
186.5575	192.2958	3.0000	4.0000	0.7383	5.0000	8.0000	
204.2958	210.1779	6.0000	2.9505	0.8820	5.0000	8.0000	
221.1283	227.0613	5.0000	3.1575	0.9330	5.0000	8.0000	
238.2189	243.2764	1.0000	1.2443	0.0575	5.0000	8.0000	
252.5207	257.5783	5.0000	4.0000	0.0575	5.0000	8.0000	
269.5783	276.1326	4.0000	4.0000	1.5544	5.0000	8.0000	
288.1326	293.7477	1.0000	4.0000	0.6151	5.0000	8.0000	
305.7477	311.0898	2.0000	4.0000	0.3421	5.0000	8.0000	
323.0898	329.0057	4.0000	2.5338	0.9159	5.0000	8.0000	
339.5395	344.7773	1.0000	4.0000	0.2378	5.0000	8.0000	
356.7773	361.7997	6.0000	2.2456	0.0224	5.0000	8.0000	
372.0453	377.1029	6.0000	2.5338	0.0575	5.0000	8.0000	
387.6367	392.6686	6.0000	4.0000	0.0319	5.0000	8.0000	
404.6686	411.0313	4.0000	4.0000	1.3627	5.0000	8.0000	
423.0313	429.5857	2.0000	0.5201	1.5544	5.0000	8.0000	
438.1058	443.6685	5.0000	4.0000	0.5627	5.0000	8.0000	
455.6685	460.7227	4.0000	4.0000	0.0542	5.0000	8.0000	
472.7227	477.7451	5.0000	1.0719	0.0224	5.0000	8.0000	
486.8169	491.8428	4.0000	0.2099	0.0259	5.0000	8.0000	
500.0527	506.1976	2.0000	0.5350	1.1449	5.0000	8.0000	
514.7326	520.2694	3.0000	1.0719	0.5369	5.0000	8.0000	
529.3413	534.4442	5.0000	1.8233	0.1029	5.0000	8.0000	
544.2675	549.5109	1.0000	0.1813	0.2434	5.0000	8.0000	
557.6922	563.1874	3.0000	4.0000	0.4952	5.0000	8.0000	

