Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.0793	1.0000	1.0538	0.0793	5.0000	8.0000	
14.1331	19.3518	4.0000	4.0000	0.2187	5.0000	8.0000	
31.3518	37.6812	6.0000	4.0000	1.3294	5.0000	8.0000	
49.6812	56.6812	3.0000	3.0129	2.0000	5.0000	8.0000	
67.6941	74.3322	2.0000	3.0470	1.6381	5.0000	8.0000	
85.3792	90.7390	6.0000	0.0965	0.3598	5.0000	8.0000	
98.8355	104.5873	6.0000	2.2269	0.7518	5.0000	8.0000	
114.8142	119.8320	2.0000	4.0000	0.0178	5.0000	8.0000	
131.8320	137.2319	6.0000	4.0000	0.3999	5.0000	8.0000	
149.2319	154.3967	5.0000	0.2945	0.1648	5.0000	8.0000	
162.6911	167.7640	4.0000	4.0000	0.0729	5.0000	8.0000	
179.7640	185.5541	5.0000	2.9054	0.7901	5.0000	8.0000	
196.4595	201.4773	3.0000	4.0000	0.0178	5.0000	8.0000	
213.4773	218.6960	3.0000	0.5405	0.2187	5.0000	8.0000	
227.2365	232.2543	6.0000	0.4645	0.0178	5.0000	8.0000	
240.7187	245.7540	1.0000	4.0000	0.0353	5.0000	8.0000	
257.7540	262.9899	5.0000	3.0129	0.2358	5.0000	8.0000	
274.0028	279.0821	5.0000	3.6576	0.0793	5.0000	8.0000	
290.7397	295.7751	3.0000	4.0000	0.0353	5.0000	8.0000	
307.7751	313.8580	4.0000	4.0000	1.0830	5.0000	8.0000	
325.8580	330.9917	3.0000	0.4645	0.1336	5.0000	8.0000	
339.4561	344.8560	5.0000	4.0000	0.3999	5.0000	8.0000	
356.8560	361.8576	4.0000	4.0000	0.0016	5.0000	8.0000	
373.8576	379.2174	4.0000	4.0000	0.3598	5.0000	8.0000	
391.2174	396.3822	1.0000	3.4166	0.1648	5.0000	8.0000	
407.7988	413.0175	2.0000	4.0000	0.2187	5.0000	8.0000	
425.0175	430.5254	4.0000	2.2269	0.5079	5.0000	8.0000	
440.7523	445.7700	1.0000	3.0694	0.0178	5.0000	8.0000	
456.8394	461.9123	3.0000	2.9054	0.0729	5.0000	8.0000	
472.8178	478.8325	5.0000	4.0000	1.0147	5.0000	8.0000	
490.8325	497.8325	2.0000	4.0000	2.0000	5.0000	8.0000	
509.8325	515.0683	2.0000	2.5994	0.2358	5.0000	8.0000	
525.6678	531.2334	1.0000	4.0000	0.5657	5.0000	8.0000	
543.2334	548.3128	2.0000	4.0000	0.0793	5.0000	8.0000	
560.3128	565.7127	1.0000	4.0000	0.3999	5.0000	8.0000	
577.7127	582.9711	6.0000	3.6576	0.2584	5.0000	8.0000	

