Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.0587	1.0000	3.5250	0.0587	5.0000	8.0000	
16.5837	21.9346	6.0000	3.6375	0.3509	5.0000	8.0000	
33.5721	38.6137	6.0000	0.6212	0.0416	5.0000	8.0000	
47.2349	52.5337	4.0000	0.7708	0.2988	5.0000	8.0000	
61.3045	66.7197	5.0000	3.6375	0.4152	5.0000	8.0000	
78.3572	83.6560	2.0000	0.6227	0.2988	5.0000	8.0000	
92.2787	98.1994	3.0000	0.7708	0.9207	5.0000	8.0000	
106.9702	112.8909	1.0000	2.7604	0.9207	5.0000	8.0000	
123.6513	128.9797	1.0000	3.0260	0.3284	5.0000	8.0000	
140.0057	145.5975	1.0000	3.6375	0.5918	5.0000	8.0000	
157.2350	162.6726	6.0000	4.0000	0.4376	5.0000	8.0000	
174.6726	179.7597	6.0000	1.6189	0.0871	5.0000	8.0000	
189.3785	194.5726	2.0000	1.6626	0.1941	5.0000	8.0000	
204.2352	209.2976	1.0000	2.5750	0.0624	5.0000	8.0000	
219.8726	225.0775	2.0000	2.7604	0.2049	5.0000	8.0000	
235.8379	242.5490	2.0000	3.5250	1.7111	5.0000	8.0000	
254.0740	259.2681	1.0000	0.7708	0.1941	5.0000	8.0000	
268.0389	273.2439	4.0000	1.8493	0.2049	5.0000	8.0000	
283.0932	288.4216	3.0000	4.0000	0.3284	5.0000	8.0000	
300.4216	305.5827	6.0000	4.0000	0.1611	5.0000	8.0000	
317.5827	322.6450	3.0000	3.6375	0.0624	5.0000	8.0000	
334.2826	339.3241	3.0000	1.4007	0.0416	5.0000	8.0000	
348.7249	354.4389	5.0000	4.0000	0.7140	5.0000	8.0000	
366.4389	371.8298	4.0000	2.7604	0.3910	5.0000	8.0000	
382.5902	388.4435	5.0000	0.2556	0.8533	5.0000	8.0000	
396.6991	401.7407	5.0000	4.0000	0.0416	5.0000	8.0000	
413.7407	419.6873	4.0000	1.3830	0.9466	5.0000	8.0000	
429.0703	434.1574	3.0000	3.0260	0.0871	5.0000	8.0000	
445.1834	450.3775	4.0000	3.5084	0.1941	5.0000	8.0000	
461.8859	468.8859	2.0000	1.4007	2.0000	5.0000	8.0000	
478.2866	485.2866	5.0000	3.2736	2.0000	5.0000	8.0000	
496.5602	501.6189	4.0000	4.0000	0.0587	5.0000	8.0000	
513.6189	519.2201	6.0000	0.7708	0.6012	5.0000	8.0000	
527.9909	533.1183	3.0000	4.0000	0.1275	5.0000	8.0000	
545.1183	551.0650	5.0000	0.1864	0.9466	5.0000	8.0000	
559.2514	564.6890	2.0000	1.8493	0.4376	5.0000	8.0000	

