Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.0714	6.0000	2.8036	0.0714	5.0000	8.0000	
15.8750	20.9380	6.0000	4.0000	0.0629	5.0000	8.0000	
32.9380	39.0427	3.0000	4.0000	1.1047	5.0000	8.0000	
51.0427	56.1972	1.0000	0.2759	0.1545	5.0000	8.0000	
64.4731	69.8356	4.0000	0.0033	0.3625	5.0000	8.0000	
77.8389	83.8826	6.0000	3.6707	1.0437	5.0000	8.0000	
95.5533	101.0941	6.0000	4.0000	0.5408	5.0000	8.0000	
113.0941	118.1025	6.0000	0.6573	0.0084	5.0000	8.0000	
126.7599	131.8312	4.0000	1.8643	0.0714	5.0000	8.0000	
141.6955	146.7584	4.0000	1.3930	0.0629	5.0000	8.0000	
156.1514	161.6921	1.0000	0.5418	0.5408	5.0000	8.0000	
170.2339	176.3592	5.0000	4.0000	1.1253	5.0000	8.0000	
188.3592	193.3677	5.0000	0.8396	0.0084	5.0000	8.0000	
202.2073	207.7052	4.0000	2.5232	0.4979	5.0000	8.0000	
218.2283	224.3225	3.0000	3.6707	1.0941	5.0000	8.0000	
235.9932	241.0561	5.0000	4.0000	0.0629	5.0000	8.0000	
253.0561	258.1275	2.0000	4.0000	0.0714	5.0000	8.0000	
270.1275	277.1275	5.0000	1.3930	2.0000	5.0000	8.0000	
286.5205	292.3860	3.0000	4.0000	0.8655	5.0000	8.0000	
304.3860	310.2534	2.0000	4.0000	0.8674	5.0000	8.0000	
322.2534	327.9640	5.0000	1.0522	0.7106	5.0000	8.0000	
337.0162	342.5630	5.0000	2.5232	0.5468	5.0000	8.0000	
353.0862	359.1299	3.0000	0.3885	1.0437	5.0000	8.0000	
367.5183	372.6192	3.0000	3.1355	0.1009	5.0000	8.0000	
383.7548	389.2955	2.0000	3.1355	0.5408	5.0000	8.0000	
400.4311	405.4473	1.0000	0.1699	0.0162	5.0000	8.0000	
413.6172	419.6608	4.0000	4.0000	1.0437	5.0000	8.0000	
431.6608	437.3335	2.0000	1.9461	0.6726	5.0000	8.0000	
447.2796	453.7446	4.0000	0.3885	1.4650	5.0000	8.0000	
462.1330	467.3220	6.0000	2.5232	0.1890	5.0000	8.0000	
477.8452	483.1598	2.0000	3.5395	0.3147	5.0000	8.0000	
494.6994	501.0774	3.0000	0.3701	1.3781	5.0000	8.0000	
509.4476	514.9455	2.0000	1.0522	0.4979	5.0000	8.0000	
523.9976	528.9982	1.0000	4.0000	0.0006	5.0000	8.0000	
540.9982	546.4961	1.0000	1.8643	0.4979	5.0000	8.0000	
556.3604	561.4935	1.0000	4.0000	0.1331	5.0000	8.0000	

