Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	6.1196	4.0000	4.0000	1.1196	5.0000	8.0000	
18.1196	24.0257	3.0000	4.0000	0.9061	5.0000	8.0000	
36.0257	41.2287	6.0000	4.0000	0.2031	5.0000	8.0000	
53.2287	60.2287	4.0000	3.7239	2.0000	5.0000	8.0000	
71.9526	78.9526	5.0000	4.0000	2.0000	5.0000	8.0000	
90.9526	96.1448	5.0000	4.0000	0.1922	5.0000	8.0000	
108.1448	113.9360	3.0000	3.7239	0.7912	5.0000	8.0000	
125.6599	131.0726	6.0000	4.0000	0.4127	5.0000	8.0000	
143.0726	150.0726	2.0000	3.9441	2.0000	5.0000	8.0000	
162.0167	167.6962	5.0000	4.0000	0.6794	5.0000	8.0000	
179.6962	185.2336	6.0000	2.2619	0.5374	5.0000	8.0000	
195.4955	200.5150	1.0000	2.8556	0.0195	5.0000	8.0000	
211.3705	216.7018	1.0000	1.0521	0.3312	5.0000	8.0000	
225.7538	232.7538	1.0000	3.6999	2.0000	5.0000	8.0000	
244.4537	249.8912	5.0000	2.9836	0.4375	5.0000	8.0000	
260.8748	266.1919	4.0000	0.3172	0.3171	5.0000	8.0000	
274.5091	280.0465	4.0000	4.0000	0.5374	5.0000	8.0000	
292.0465	297.0660	4.0000	3.9441	0.0195	5.0000	8.0000	
309.0101	314.5365	3.0000	3.5662	0.5264	5.0000	8.0000	
326.1028	331.6292	2.0000	3.4164	0.5264	5.0000	8.0000	
343.0456	348.8368	2.0000	3.8679	0.7912	5.0000	8.0000	
360.7047	366.9855	1.0000	2.1199	1.2809	5.0000	8.0000	
377.1054	382.3401	1.0000	4.0000	0.2347	5.0000	8.0000	
394.3401	400.8426	6.0000	3.7239	1.5025	5.0000	8.0000	
412.5665	418.0202	5.0000	0.4113	0.4537	5.0000	8.0000	
426.4315	431.6662	3.0000	0.5173	0.2347	5.0000	8.0000	
440.1835	446.6824	1.0000	3.4164	1.4989	5.0000	8.0000	
458.0988	464.6013	3.0000	1.3739	1.5025	5.0000	8.0000	
473.9752	479.1674	6.0000	2.9087	0.1922	5.0000	8.0000	
490.0761	497.0761	2.0000	3.5662	2.0000	5.0000	8.0000	
508.6423	514.2886	2.0000	0.5173	0.6463	5.0000	8.0000	
522.8059	529.3084	2.0000	4.0000	1.5025	5.0000	8.0000	
541.3084	546.4203	3.0000	0.3172	0.1119	5.0000	8.0000	
554.7375	559.9077	4.0000	0.9316	0.1703	5.0000	8.0000	
568.8393	574.7343	5.0000	2.9087	0.8950	5.0000	8.0000	
585.6430	591.5491	6.0000	3.8679	0.9061	5.0000	8.0000	

