Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.3357	2.0000	2.2500	0.3357	5.0000	8.0000	
15.5856	20.8157	6.0000	3.5172	0.2300	5.0000	8.0000	
32.3329	38.1408	4.0000	4.0000	0.8079	5.0000	8.0000	
50.1408	55.1582	2.0000	4.0000	0.0174	5.0000	8.0000	
67.1582	72.2429	2.0000	0.6613	0.0846	5.0000	8.0000	
80.9042	87.9042	3.0000	4.0000	2.0000	5.0000	8.0000	
99.9042	105.3565	3.0000	4.0000	0.4523	5.0000	8.0000	
117.3565	124.3565	1.0000	1.4116	2.0000	5.0000	8.0000	
133.7681	138.9982	4.0000	3.3938	0.2300	5.0000	8.0000	
150.3920	156.1999	6.0000	0.1202	0.8079	5.0000	8.0000	
164.3201	169.4609	5.0000	4.0000	0.1408	5.0000	8.0000	
181.4609	186.9132	5.0000	4.0000	0.4523	5.0000	8.0000	
198.9132	204.7211	1.0000	1.0802	0.8079	5.0000	8.0000	
213.8013	219.2957	1.0000	4.0000	0.4944	5.0000	8.0000	
231.2957	238.2957	6.0000	4.0000	2.0000	5.0000	8.0000	
250.2957	255.4743	2.0000	3.9819	0.1786	5.0000	8.0000	
267.4562	272.6348	6.0000	4.0000	0.1786	5.0000	8.0000	
284.6348	289.7400	2.0000	1.4116	0.1052	5.0000	8.0000	
299.1516	304.2924	3.0000	4.0000	0.1408	5.0000	8.0000	
316.2924	321.5823	6.0000	2.5250	0.2899	5.0000	8.0000	
332.1073	339.1073	1.0000	4.0000	2.0000	5.0000	8.0000	
351.1073	357.6478	5.0000	4.0000	1.5404	5.0000	8.0000	
369.6478	376.6478	4.0000	4.0000	2.0000	5.0000	8.0000	
388.6478	393.9377	3.0000	1.7960	0.2899	5.0000	8.0000	
403.7337	408.7589	3.0000	4.0000	0.0251	5.0000	8.0000	
420.7589	426.3481	2.0000	4.0000	0.5893	5.0000	8.0000	
438.3481	443.4889	4.0000	3.5172	0.1408	5.0000	8.0000	
455.0061	462.0061	6.0000	3.3938	2.0000	5.0000	8.0000	
473.4000	479.1859	5.0000	0.9646	0.7859	5.0000	8.0000	
488.1506	493.6433	1.0000	3.9819	0.4928	5.0000	8.0000	
505.6252	510.6323	5.0000	0.1029	0.0071	5.0000	8.0000	
518.7351	523.8484	4.0000	4.0000	0.1133	5.0000	8.0000	
535.8484	541.0271	1.0000	3.3938	0.1786	5.0000	8.0000	
552.4209	559.4209	4.0000	2.9350	2.0000	5.0000	8.0000	
570.3559	577.3559	3.0000	3.5172	2.0000	5.0000	8.0000	
588.8731	594.1631	5.0000	0.2052	0.2899	5.0000	8.0000	

