Event1 onset	Event2 onset	Trial type	ISI1	ISI2	Event1Dur	Event2Dur	
0.0000	5.2805	5.0000	0.1434	0.2805	5.0000	8.0000	
13.4240	19.4442	2.0000	1.6564	1.0202	5.0000	8.0000	
29.1006	35.1208	6.0000	3.2621	1.0202	5.0000	8.0000	
46.3829	53.1783	5.0000	1.6564	1.7954	5.0000	8.0000	
62.8347	68.0924	1.0000	4.0000	0.2578	5.0000	8.0000	
80.0924	85.5749	3.0000	4.0000	0.4824	5.0000	8.0000	
97.5749	102.8101	3.0000	2.2044	0.2353	5.0000	8.0000	
113.0145	118.0362	3.0000	4.0000	0.0217	5.0000	8.0000	
130.0362	136.9023	3.0000	3.4836	1.8661	5.0000	8.0000	
148.3858	154.3093	6.0000	1.6909	0.9234	5.0000	8.0000	
164.0001	171.0001	4.0000	4.0000	2.0000	5.0000	8.0000	
183.0001	188.2857	4.0000	0.5155	0.2856	5.0000	8.0000	
196.8013	202.3154	2.0000	4.0000	0.5141	5.0000	8.0000	
214.3154	219.9177	1.0000	3.7856	0.6023	5.0000	8.0000	
231.7032	237.9589	1.0000	0.0988	1.2556	5.0000	8.0000	
246.0576	251.1869	4.0000	3.2621	0.1293	5.0000	8.0000	
262.4490	267.6926	4.0000	0.6535	0.2436	5.0000	8.0000	
276.3461	281.9889	2.0000	4.0000	0.6428	5.0000	8.0000	
293.9889	299.2467	3.0000	4.0000	0.2578	5.0000	8.0000	
311.2467	316.7291	2.0000	4.0000	0.4824	5.0000	8.0000	
328.7291	334.1358	3.0000	4.0000	0.4067	5.0000	8.0000	
346.1358	352.3914	2.0000	1.5666	1.2556	5.0000	8.0000	
361.9580	367.0211	6.0000	3.5206	0.0631	5.0000	8.0000	
378.5417	383.9408	6.0000	2.4194	0.3991	5.0000	8.0000	
394.3602	399.3731	5.0000	0.4502	0.0129	5.0000	8.0000	
407.8233	413.7467	1.0000	0.1434	0.9234	5.0000	8.0000	
421.8902	427.1479	6.0000	1.5666	0.2578	5.0000	8.0000	
436.7146	441.8438	6.0000	4.0000	0.1293	5.0000	8.0000	
453.8438	459.2020	4.0000	3.2477	0.3582	5.0000	8.0000	
470.4498	477.4498	1.0000	4.0000	2.0000	5.0000	8.0000	
489.4498	494.7354	1.0000	4.0000	0.2856	5.0000	8.0000	
506.7354	512.2494	5.0000	4.0000	0.5141	5.0000	8.0000	
524.2494	531.0786	5.0000	0.1590	1.8291	5.0000	8.0000	
539.2376	544.4954	5.0000	4.0000	0.2578	5.0000	8.0000	
556.4954	562.0764	2.0000	2.2044	0.5811	5.0000	8.0000	
572.2808	577.9237	4.0000	3.7856	0.6428	5.0000	8.0000	

