,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ISI1,ISI2
0,0,107-hs107,high,low,h046.png,33,5,vicarious,99,hs107*H.mp4,hs107t1afaff_H.mp4,2,3.307,0.3646
1,1,109-ib109,high,low,h001.png,25,5,vicarious,99,ib109*H.mp4,ib109t1aiaff_H.mp4,2,4.0,0.8604
2,2,120-kz120,med,low,l051.png,17,3,vicarious,99,kz120*M.mp4,kz120t2aeaff_M.mp4,2,1.7046,0.0386
3,3,115-jy115,high,low,h016.png,27,5,vicarious,99,jy115*H.mp4,jy115t2aaaff_H.mp4,2,0.4274,0.2397
4,4,095-tv095,high,high,h026.png,28,6,vicarious,99,tv095*H.mp4,tv095t1afaff_H.mp4,2,0.1889,0.3646
5,5,052-dr052,high,high,h046.png,34,6,vicarious,99,dr052*H.mp4,dr052t1aiaff_H.mp4,2,4.0,0.151
6,6,107-hs107,low,high,h050.png,10,2,vicarious,99,hs107*L.mp4,hs107t2aeunaff_L.mp4,2,1.7113,0.3046
7,7,120-kz120,high,low,h054.png,35,5,vicarious,99,kz120*H.mp4,kz120t2aaaff_H.mp4,2,0.4068,0.3743
8,8,095-tv095,med,high,h014.png,12,4,vicarious,99,tv095*M.mp4,tv095t2afaff_M.mp4,2,0.4068,0.2397
9,9,123-jh123,high,low,l034.png,31,5,vicarious,99,jh123*H.mp4,jh123t1aeaff_H.mp4,2,2.7723,0.3062
10,10,047-jl047,high,low,h035.png,29,5,vicarious,99,jl047*H.mp4,jl047t1aiaff_H.mp4,2,1.2725,0.6093
11,11,047-jl047,med,high,h043.png,18,4,vicarious,99,jl047*M.mp4,jl047t1aiunaff_M.mp4,2,0.4274,0.4577
12,12,108-th108,low,low,h015.png,5,1,vicarious,99,th108*L.mp4,th108t1aaunaff_L.mp4,2,4.0,0.151
13,13,107-hs107,med,low,h003.png,13,3,vicarious,99,hs107*M.mp4,hs107t2aaaff_M.mp4,2,3.0292,0.0836
14,14,049-bm049,high,high,h012.png,32,6,vicarious,99,bm049*H.mp4,bm049t2aeunaff_H.mp4,2,1.6192,0.151
15,15,124-dn124,high,high,h032.png,30,6,vicarious,99,dn124*H.mp4,dn124t1aiaff_H.mp4,2,0.7044,0.4577
16,16,049-bm049,med,high,h034.png,16,4,vicarious,99,bm049*M.mp4,bm049t2aeaff_M.mp4,2,4.0,0.3538
17,17,123-jh123,med,high,h052.png,22,4,vicarious,99,jh123*M.mp4,jh123t2aaaff_M.mp4,2,3.06,0.6973
18,18,080-bn080,low,high,h029.png,0,2,vicarious,99,bn080*L.mp4,bn080t1afunaff_L.mp4,2,4.0,1.7035
19,19,108-th108,med,low,h056.png,21,3,vicarious,99,th108*M.mp4,th108t2aaunaff_M.mp4,2,4.0,0.3251
20,20,080-bn080,med,high,h016.png,14,4,vicarious,99,bn080*M.mp4,bn080t1aeaff_M.mp4,2,4.0,0.0386
21,21,080-bn080,high,high,h031.png,24,6,vicarious,99,bn080*H.mp4,bn080t1afaff_H.mp4,2,4.0,0.3046
22,22,115-jy115,low,low,h005.png,3,1,vicarious,99,jy115*L.mp4,jy115t1aaunaff_L.mp4,2,1.2725,1.6175
23,23,108-th108,high,high,h022.png,26,6,vicarious,99,th108*H.mp4,th108t1aeaff_H.mp4,2,0.0229,0.3062
24,24,115-jy115,med,high,h005.png,20,4,vicarious,99,jy115*M.mp4,jy115t1aeaff_M.mp4,2,4.0,0.8003
25,25,109-ib109,low,high,h038.png,4,2,vicarious,99,ib109*L.mp4,ib109t1aiunaff_L.mp4,2,1.7046,0.3538
26,26,052-dr052,med,low,h032.png,15,3,vicarious,99,dr052*M.mp4,dr052t2aaaff_M.mp4,2,3.4814,0.6852
27,27,047-jl047,low,low,l025.png,7,1,vicarious,99,jl047*L.mp4,jl047t1aaunaff_L.mp4,2,0.0229,0.617
28,28,124-dn124,low,high,h010.png,2,2,vicarious,99,dn124*L.mp4,dn124t1aaunaff_L.mp4,2,3.0292,0.5299
29,29,095-tv095,low,high,h055.png,8,2,vicarious,99,tv095*L.mp4,tv095t2aeunaff_L.mp4,2,4.0,0.255
30,30,123-jh123,low,low,l037.png,9,1,vicarious,99,jh123*L.mp4,jh123t1aaunaff_L.mp4,2,4.0,0.3538
31,31,124-dn124,med,low,h023.png,23,3,vicarious,99,dn124*M.mp4,dn124t1aeunaff_M.mp4,2,4.0,0.1028
32,32,049-bm049,low,low,l009.png,11,1,vicarious,99,bm049*L.mp4,bm049t1afaff_L.mp4,2,0.4374,0.4577
33,33,120-kz120,low,low,h025.png,1,1,vicarious,99,kz120*L.mp4,kz120t2aaunaff_L.mp4,2,3.307,0.8003
34,34,052-dr052,low,high,h039.png,6,2,vicarious,99,dr052*L.mp4,dr052t1aeunaff_L.mp4,2,4.0,0.617
35,35,109-ib109,med,low,h052.png,19,3,vicarious,99,ib109*M.mp4,ib109t1afaff_M.mp4,2,2.062,0.6093
