,Unnamed: 0,stimuli_num,administer,match,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,block_num,image_filename,cB_version,ISI1,ISI2
0,0.0,34.0,150.0,different,high,h008.png,34.0,6.0,cognitive,99.0,1.0,34_150_R.jpg,1.0,0.1077,2.0000
1,1.0,36.0,100.0,same,high,h035.png,12.0,4.0,cognitive,99.0,1.0,36_100.jpg,1.0,4.0000,0.3013
2,2.0,28.0,50.0,different,high,h036.png,10.0,2.0,cognitive,99.0,1.0,28_50_R.jpg,1.0,2.9011,0.0404
3,3.0,13.0,100.0,same,high,h043.png,16.0,4.0,cognitive,99.0,1.0,13_100.jpg,1.0,2.8023,0.1996
4,4.0,34.0,100.0,same,high,h018.png,14.0,4.0,cognitive,99.0,1.0,34_100.jpg,1.0,3.2269,0.1631
5,5.0,11.0,150.0,different,high,h034.png,32.0,6.0,cognitive,99.0,1.0,11_150_R.jpg,1.0,4.0000,0.1923
6,6.0,5.0,50.0,same,low,l053.png,1.0,1.0,cognitive,99.0,1.0,5_50.jpg,1.0,3.7240,0.2945
7,7.0,2.0,150.0,same,high,h030.png,24.0,6.0,cognitive,99.0,1.0,2_150.jpg,1.0,4.0000,0.0720
8,8.0,1.0,50.0,different,high,h050.png,6.0,2.0,cognitive,99.0,1.0,1_50_R.jpg,1.0,2.9011,0.4671
9,9.0,21.0,150.0,same,low,l008.png,29.0,5.0,cognitive,99.0,1.0,21_150.jpg,1.0,1.4919,0.4475
10,10.0,13.0,150.0,different,low,l041.png,35.0,5.0,cognitive,99.0,1.0,13_150_R.jpg,1.0,2.8004,1.6624
11,11.0,29.0,150.0,same,low,l015.png,25.0,5.0,cognitive,99.0,1.0,29_150.jpg,1.0,2.0655,0.2915
12,12.0,29.0,100.0,different,high,h053.png,22.0,4.0,cognitive,99.0,1.0,29_100_R.jpg,1.0,2.9417,1.5297
13,13.0,42.0,100.0,same,low,l023.png,17.0,3.0,cognitive,99.0,1.0,42_100.jpg,1.0,4.0000,0.3045
14,14.0,34.0,50.0,same,high,h004.png,4.0,2.0,cognitive,99.0,1.0,34_50.jpg,1.0,1.0611,0.3045
15,15.0,5.0,100.0,same,low,l011.png,13.0,3.0,cognitive,99.0,1.0,5_100.jpg,1.0,3.4950,0.4671
16,16.0,28.0,100.0,different,low,l038.png,23.0,3.0,cognitive,99.0,1.0,28_100_R.jpg,1.0,0.7939,0.3045
17,17.0,36.0,50.0,different,high,h026.png,8.0,2.0,cognitive,99.0,1.0,36_50_R.jpg,1.0,3.1759,0.4244
18,18.0,24.0,50.0,same,high,h038.png,2.0,2.0,cognitive,99.0,1.0,24_50.jpg,1.0,1.9262,0.3777
19,19.0,2.0,100.0,different,high,h013.png,18.0,4.0,cognitive,99.0,1.0,2_100_R.jpg,1.0,4.0000,0.2915
20,20.0,21.0,50.0,different,low,l048.png,7.0,1.0,cognitive,99.0,1.0,21_50_R.jpg,1.0,2.8023,0.0394
21,21.0,28.0,150.0,different,low,l004.png,33.0,5.0,cognitive,99.0,1.0,28_150_R.jpg,1.0,0.6651,0.8101
22,22.0,1.0,150.0,same,high,h006.png,28.0,6.0,cognitive,99.0,1.0,1_150.jpg,1.0,0.8551,0.5939
23,23.0,1.0,100.0,different,low,l029.png,21.0,3.0,cognitive,99.0,1.0,1_100_R.jpg,1.0,3.7240,0.2914
24,24.0,24.0,150.0,different,high,h014.png,30.0,6.0,cognitive,99.0,1.0,24_150_R.jpg,1.0,0.8793,0.0272
25,25.0,13.0,50.0,same,low,l012.png,5.0,1.0,cognitive,99.0,1.0,13_50.jpg,1.0,4.0000,0.4821
26,26.0,21.0,100.0,same,low,l018.png,15.0,3.0,cognitive,99.0,1.0,21_100.jpg,1.0,0.3425,0.8101
27,27.0,24.0,100.0,different,high,h010.png,20.0,4.0,cognitive,99.0,1.0,24_100_R.jpg,1.0,4.0000,0.3044
28,28.0,36.0,150.0,same,low,l045.png,27.0,5.0,cognitive,99.0,1.0,36_150.jpg,1.0,0.2144,0.3044
29,29.0,11.0,100.0,different,low,l025.png,19.0,3.0,cognitive,99.0,1.0,11_100_R.jpg,1.0,0.9864,0.3044
30,30.0,42.0,150.0,different,low,l009.png,31.0,5.0,cognitive,99.0,1.0,42_150_R.jpg,1.0,2.0626,0.2945
31,31.0,5.0,150.0,same,high,h015.png,26.0,6.0,cognitive,99.0,1.0,5_150.jpg,1.0,3.2269,0.1996
32,32.0,2.0,50.0,different,low,l054.png,11.0,1.0,cognitive,99.0,1.0,2_50_R.jpg,1.0,1.0611,0.4671
33,33.0,29.0,50.0,same,low,l017.png,3.0,1.0,cognitive,99.0,1.0,29_50.jpg,1.0,2.4898,0.2227
34,34.0,42.0,50.0,same,high,h021.png,0.0,2.0,cognitive,99.0,1.0,42_50.jpg,1.0,1.0611,0.6635
35,35.0,11.0,50.0,different,low,l013.png,9.0,1.0,cognitive,99.0,1.0,11_50_R.jpg,1.0,3.1759,2.0000
36,,,,,,,,,,,,,,ISI1,ISI2
37,,,,,,,,,,,,,,0.2013,0.3036
38,,,,,,,,,,,,,,0.2013,2.0000
39,,,,,,,,,,,,,,0.7458,2.0000
40,,,,,,,,,,,,,,4.0000,0.3205
41,,,,,,,,,,,,,,2.2888,0.3388
42,,,,,,,,,,,,,,2.9789,0.9824
43,,,,,,,,,,,,,,4.0000,0.0885
44,,,,,,,,,,,,,,2.2245,0.2958
45,,,,,,,,,,,,,,1.3857,0.1257
46,,,,,,,,,,,,,,3.7319,0.3673
47,,,,,,,,,,,,,,0.9279,0.2582
48,,,,,,,,,,,,,,0.5739,2.0000
49,,,,,,,,,,,,,,1.5563,1.3201
50,,,,,,,,,,,,,,0.2013,0.3925
51,,,,,,,,,,,,,,4.0000,0.5932
52,,,,,,,,,,,,,,4.0000,0.7687
53,,,,,,,,,,,,,,0.9566,0.3189
54,,,,,,,,,,,,,,1.9206,1.1002
55,,,,,,,,,,,,,,0.2033,0.7918
56,,,,,,,,,,,,,,4.0000,0.3673
57,,,,,,,,,,,,,,4.0000,0.4058
58,,,,,,,,,,,,,,0.0417,0.4066
59,,,,,,,,,,,,,,4.0000,0.4058
60,,,,,,,,,,,,,,0.2033,0.2958
61,,,,,,,,,,,,,,4.0000,0.3388
62,,,,,,,,,,,,,,2.9789,0.7723
63,,,,,,,,,,,,,,2.2245,0.3205
64,,,,,,,,,,,,,,4.0000,1.2637
65,,,,,,,,,,,,,,4.0000,0.4066
66,,,,,,,,,,,,,,0.9566,0.2931
67,,,,,,,,,,,,,,3.1458,2.0000
68,,,,,,,,,,,,,,3.1458,0.9824
69,,,,,,,,,,,,,,0.7806,0.2582
70,,,,,,,,,,,,,,4.0000,0.9128
71,,,,,,,,,,,,,,4.0000,0.1916
72,,,,,,,,,,,,,,1.3857,0.0885
