,Unnamed: 0,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version,ISI1,ISI2
0,0.0,103-jk103,high,high,h032.png,24.0,6.0,vicarious,99.0,jk103*H.mp4,jk103t1aaaff_H.mp4,1.0,0.1077,2.0000
1,1.0,103-jk103,med,high,h001.png,14.0,4.0,vicarious,99.0,jk103*M.mp4,jk103t2aaunaff_M.mp4,1.0,4.0000,0.3013
2,2.0,115-jy115,med,low,l013.png,21.0,3.0,vicarious,99.0,jy115*M.mp4,jy115t1aeaff_M.mp4,1.0,2.9011,0.0404
3,3.0,048-aa048,high,low,h005.png,35.0,5.0,vicarious,99.0,aa048*H.mp4,aa048t2aeaff_H.mp4,1.0,2.8023,0.1996
4,4.0,095-tv095,low,low,l003.png,1.0,1.0,vicarious,99.0,tv095*L.mp4,tv095t2aeunaff_L.mp4,1.0,3.2269,0.1631
5,5.0,108-th108,high,low,h002.png,33.0,5.0,vicarious,99.0,th108*H.mp4,th108t1aeaff_H.mp4,1.0,4.0000,0.1923
6,6.0,043-jh043,high,low,h042.png,25.0,5.0,vicarious,99.0,jh043*H.mp4,jh043t2aeaff_H.mp4,1.0,3.7240,0.2945
7,7.0,043-jh043,low,low,l055.png,3.0,1.0,vicarious,99.0,jh043*L.mp4,jh043t2aaunaff_L.mp4,1.0,4.0000,0.0720
8,8.0,108-th108,low,low,h011.png,11.0,1.0,vicarious,99.0,th108*L.mp4,th108t1aaunaff_L.mp4,1.0,2.9011,0.4671
9,9.0,047-jl047,high,high,h041.png,30.0,6.0,vicarious,99.0,jl047*H.mp4,jl047t1aiaff_H.mp4,1.0,1.4919,0.4475
10,10.0,064-ak064,med,low,h018.png,19.0,3.0,vicarious,99.0,ak064*M.mp4,ak064t1aiaff_M.mp4,1.0,2.8004,1.6624
11,11.0,109-ib109,med,low,l036.png,15.0,3.0,vicarious,99.0,ib109*M.mp4,ib109t1afaff_M.mp4,1.0,2.0655,0.2915
12,12.0,106-nm106,low,high,h024.png,4.0,2.0,vicarious,99.0,nm106*L.mp4,nm106t1aaunaff_L.mp4,1.0,2.9417,1.5297
13,13.0,109-ib109,low,high,h017.png,2.0,2.0,vicarious,99.0,ib109*L.mp4,ib109t1aiunaff_L.mp4,1.0,4.0000,0.3045
