,stimuli_num,administer,match,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,block_num,image_filename,cB_version
0,18,50,different,high,h025_M103_STD038.png,10,2,cognitive,99,1,18_50_R.jpg,4
1,47,100,same,high,h015_M105_STD050.png,12,4,cognitive,99,1,47_100.jpg,4
2,25,50,different,high,h056_M101_STD029.png,6,2,cognitive,99,1,25_50_R.jpg,4
3,5,100,same,low,h026_M078_STD049.png,15,3,cognitive,99,1,5_100.jpg,4
4,26,50,same,low,h001_M063_STD035.png,1,1,cognitive,99,1,26_50.jpg,4
5,5,150,different,low,h037_M106_STD056.png,33,5,cognitive,99,1,5_150_R.jpg,4
6,13,50,different,low,h024_M052_STD043.png,7,1,cognitive,99,1,13_50_R.jpg,4
7,6,100,same,low,h016_M068_STD056.png,17,3,cognitive,99,1,6_100.jpg,4
8,1,150,same,low,h007_M075_STD026.png,29,5,cognitive,99,1,1_150.jpg,4
9,11,50,same,high,h004_M104_STD055.png,0,2,cognitive,99,1,11_50.jpg,4
10,1,50,different,low,h041_M097_STD050.png,11,1,cognitive,99,1,1_50_R.jpg,4
11,47,150,different,high,h031_M117_STD049.png,30,6,cognitive,99,1,47_150_R.jpg,4
12,3,50,same,high,h017_M101_STD047.png,2,2,cognitive,99,1,3_50.jpg,4
13,26,100,different,low,h020_M106_STD062.png,19,3,cognitive,99,1,26_100_R.jpg,4
14,6,150,different,low,h013_M110_STD031.png,35,5,cognitive,99,1,6_150_R.jpg,4
15,32,150,same,low,h047_M091_STD038.png,27,5,cognitive,99,1,32_150.jpg,4
16,34,50,same,high,h014_M093_STD052.png,4,2,cognitive,99,1,34_50.jpg,4
17,41,150,different,high,h023_M111_STD027.png,32,6,cognitive,99,1,41_150_R.jpg,4
18,8,150,different,low,h018_M104_STD037.png,31,5,cognitive,99,1,8_150_R.jpg,4
19,8,100,same,low,h008_M112_STD044.png,13,3,cognitive,99,1,8_100.jpg,4
20,25,150,same,high,h050_M081_STD047.png,24,6,cognitive,99,1,25_150.jpg,4
21,39,100,different,low,h039_M093_STD051.png,21,3,cognitive,99,1,39_100_R.jpg,4
22,42,50,different,high,h020_M085_STD037.png,8,2,cognitive,99,1,42_50_R.jpg,4
23,22,50,same,low,h017_M089_STD032.png,5,1,cognitive,99,1,22_50.jpg,4
24,19,100,same,high,h027_M116_STD049.png,16,4,cognitive,99,1,19_100.jpg,4
25,42,150,same,high,h030_M089_STD040.png,26,6,cognitive,99,1,42_150.jpg,4
26,11,100,different,high,h016_M088_STD039.png,18,4,cognitive,99,1,11_100_R.jpg,4
27,3,100,different,high,h036_M063_STD040.png,20,4,cognitive,99,1,3_100_R.jpg,4
28,41,100,same,high,h012_M100_STD045.png,14,4,cognitive,99,1,41_100.jpg,4
29,22,100,different,low,h029_M099_STD051.png,23,3,cognitive,99,1,22_100_R.jpg,4
30,19,150,different,high,h037_M122_STD031.png,34,6,cognitive,99,1,19_150_R.jpg,4
31,13,150,same,low,h038_M092_STD055.png,25,5,cognitive,99,1,13_150.jpg,4
32,18,150,same,high,h048_M093_STD046.png,28,6,cognitive,99,1,18_150.jpg,4
33,32,50,different,low,h030_M107_STD055.png,9,1,cognitive,99,1,32_50_R.jpg,4
34,34,100,different,high,h035_M088_STD045.png,22,4,cognitive,99,1,34_100_R.jpg,4
35,39,50,same,low,h015_M097_STD053.png,3,1,cognitive,99,1,39_50.jpg,4
