,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version
0,121-vw121,high,low,l032.png,27,5,vicarious,99,vw121*H.mp4,vw121t1aaaff_H.mp4,3
1,096-bg096,high,low,l025.png,35,5,vicarious,99,bg096*H.mp4,bg096t1aeaff_H.mp4,3
2,107-hs107,med,high,h046.png,18,4,vicarious,99,hs107*M.mp4,hs107t2aaaff_M.mp4,3
3,123-jh123,low,high,h002.png,0,2,vicarious,99,jh123*L.mp4,jh123t1aaunaff_L.mp4,3
4,080-bn080,med,high,h056.png,22,4,vicarious,99,bn080*M.mp4,bn080t1aeaff_M.mp4,3
5,124-dn124,low,low,l011.png,3,1,vicarious,99,dn124*L.mp4,dn124t1aaunaff_L.mp4,3
6,080-bn080,low,high,h049.png,4,2,vicarious,99,bn080*L.mp4,bn080t1afunaff_L.mp4,3
7,106-nm106,med,low,l037.png,19,3,vicarious,99,nm106*M.mp4,nm106t2aaunaff_M.mp4,3
8,115-jy115,med,high,h045.png,12,4,vicarious,99,jy115*M.mp4,jy115t1aeaff_M.mp4,3
9,115-jy115,high,high,h040.png,34,6,vicarious,99,jy115*H.mp4,jy115t2aaaff_H.mp4,3
10,115-jy115,low,low,l039.png,1,1,vicarious,99,jy115*L.mp4,jy115t1aaunaff_L.mp4,3
11,042-ll042,med,low,l021.png,15,3,vicarious,99,ll042*M.mp4,ll042t1afunaff_M.mp4,3
12,096-bg096,low,high,h050.png,8,2,vicarious,99,bg096*L.mp4,bg096t2afunaff_L.mp4,3
13,042-ll042,high,low,l033.png,33,5,vicarious,99,ll042*H.mp4,ll042t1aiaff_H.mp4,3
14,121-vw121,med,low,l035.png,13,3,vicarious,99,vw121*M.mp4,vw121t1aiaff_M.mp4,3
15,048-aa048,med,low,l022.png,23,3,vicarious,99,aa048*M.mp4,aa048t2afunaff_M.mp4,3
16,048-aa048,high,high,h041.png,28,6,vicarious,99,aa048*H.mp4,aa048t2aeaff_H.mp4,3
17,101-mg101,high,high,h054.png,32,6,vicarious,99,mg101*H.mp4,mg101t2aeaff_H.mp4,3
18,124-dn124,high,low,l026.png,29,5,vicarious,99,dn124*H.mp4,dn124t1aiaff_H.mp4,3
19,097-gf097,low,low,l005.png,5,1,vicarious,99,gf097*L.mp4,gf097t2aiunaff_L.mp4,3
20,101-mg101,med,high,h047.png,16,4,vicarious,99,mg101*M.mp4,mg101t2aeunaff_M.mp4,3
21,048-aa048,low,low,l008.png,7,1,vicarious,99,aa048*L.mp4,aa048t2aaunaff_L.mp4,3
22,106-nm106,low,high,h051.png,10,2,vicarious,99,nm106*L.mp4,nm106t1aaunaff_L.mp4,3
23,123-jh123,med,high,h052.png,20,4,vicarious,99,jh123*M.mp4,jh123t2aaaff_M.mp4,3
24,124-dn124,med,low,l009.png,17,3,vicarious,99,dn124*M.mp4,dn124t1aeunaff_M.mp4,3
25,106-nm106,high,low,l036.png,25,5,vicarious,99,nm106*H.mp4,nm106t1afaff_H.mp4,3
26,107-hs107,high,high,h055.png,30,6,vicarious,99,hs107*H.mp4,hs107t1afaff_H.mp4,3
27,123-jh123,high,high,h042.png,24,6,vicarious,99,jh123*H.mp4,jh123t1aeaff_H.mp4,3
28,096-bg096,med,low,l023.png,21,3,vicarious,99,bg096*M.mp4,bg096t2aaaff_M.mp4,3
29,080-bn080,high,high,h043.png,26,6,vicarious,99,bn080*H.mp4,bn080t1afaff_H.mp4,3
30,097-gf097,med,high,h053.png,14,4,vicarious,99,gf097*M.mp4,gf097t1aiaff_M.mp4,3
31,042-ll042,low,high,h044.png,6,2,vicarious,99,ll042*L.mp4,ll042t1aaunaff_L.mp4,3
32,097-gf097,high,low,l027.png,31,5,vicarious,99,gf097*H.mp4,gf097t2aaunaff_H.mp4,3
33,107-hs107,low,low,l034.png,11,1,vicarious,99,hs107*L.mp4,hs107t2aeunaff_L.mp4,3
34,101-mg101,low,high,h048.png,2,2,vicarious,99,mg101*L.mp4,mg101t2afunaff_L.mp4,3
35,121-vw121,low,low,l020.png,9,1,vicarious,99,vw121*L.mp4,vw121t1aeaff_L.mp4,3
