,video_subject,administer,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,image_glob,video_filename,cB_version
0,066-mg066,med,high,h028.png,22,4,vicarious,99,mg066*M.mp4,mg066t2aaunaff_M.mp4,2
1,049-bm049,high,high,h029.png,24,6,vicarious,99,bm049*H.mp4,bm049t2aeunaff_H.mp4,2
2,106-nm106,low,high,h012.png,2,2,vicarious,99,nm106*L.mp4,nm106t1aaunaff_L.mp4,2
3,043-jh043,low,high,h006.png,0,2,vicarious,99,jh043*L.mp4,jh043t2aaunaff_L.mp4,2
4,048-aa048,high,low,l004.png,31,5,vicarious,99,aa048*H.mp4,aa048t2aeaff_H.mp4,2
5,108-th108,high,low,l007.png,25,5,vicarious,99,th108*H.mp4,th108t1aeaff_H.mp4,2
6,096-bg096,med,high,h005.png,12,4,vicarious,99,bg096*M.mp4,bg096t2aaaff_M.mp4,2
7,101-mg101,high,low,l012.png,29,5,vicarious,99,mg101*H.mp4,mg101t2aeaff_H.mp4,2
8,048-aa048,med,low,l017.png,21,3,vicarious,99,aa048*M.mp4,aa048t2afunaff_M.mp4,2
9,052-dr052,med,low,l016.png,15,3,vicarious,99,dr052*M.mp4,dr052t2aaaff_M.mp4,2
10,124-dn124,med,high,h004.png,14,4,vicarious,99,dn124*M.mp4,dn124t1aeunaff_M.mp4,2
11,124-dn124,high,low,l038.png,35,5,vicarious,99,dn124*H.mp4,dn124t1aiaff_H.mp4,2
12,108-th108,low,low,l015.png,9,1,vicarious,99,th108*L.mp4,th108t1aaunaff_L.mp4,2
13,043-jh043,high,low,l006.png,27,5,vicarious,99,jh043*H.mp4,jh043t2aeaff_H.mp4,2
14,066-mg066,low,low,l014.png,11,1,vicarious,99,mg066*L.mp4,mg066t2aeunaff_L.mp4,2
15,052-dr052,high,high,h001.png,26,6,vicarious,99,dr052*H.mp4,dr052t1aiaff_H.mp4,2
16,052-dr052,low,high,h011.png,10,2,vicarious,99,dr052*L.mp4,dr052t1aeunaff_L.mp4,2
17,106-nm106,med,high,h038.png,18,4,vicarious,99,nm106*M.mp4,nm106t2aaunaff_M.mp4,2
18,095-tv095,high,low,l010.png,33,5,vicarious,99,tv095*H.mp4,tv095t1afaff_H.mp4,2
19,106-nm106,high,high,h015.png,28,6,vicarious,99,nm106*H.mp4,nm106t1afaff_H.mp4,2
20,066-mg066,high,high,h016.png,34,6,vicarious,99,mg066*H.mp4,mg066t1aaaff_H.mp4,2
21,049-bm049,low,low,l048.png,3,1,vicarious,99,bm049*L.mp4,bm049t1afaff_L.mp4,2
22,095-tv095,med,low,l013.png,23,3,vicarious,99,tv095*M.mp4,tv095t2afaff_M.mp4,2
23,124-dn124,low,high,h013.png,4,2,vicarious,99,dn124*L.mp4,dn124t1aaunaff_L.mp4,2
24,095-tv095,low,low,l001.png,7,1,vicarious,99,tv095*L.mp4,tv095t2aeunaff_L.mp4,2
25,096-bg096,high,high,h003.png,30,6,vicarious,99,bg096*H.mp4,bg096t1aeaff_H.mp4,2
26,101-mg101,med,low,l003.png,19,3,vicarious,99,mg101*M.mp4,mg101t2aeunaff_M.mp4,2
27,047-jl047,low,low,l029.png,5,1,vicarious,99,jl047*L.mp4,jl047t1aaunaff_L.mp4,2
28,049-bm049,med,high,h010.png,16,4,vicarious,99,bm049*M.mp4,bm049t2aeaff_M.mp4,2
29,047-jl047,high,high,h017.png,32,6,vicarious,99,jl047*H.mp4,jl047t1aiaff_H.mp4,2
30,108-th108,med,low,l028.png,13,3,vicarious,99,th108*M.mp4,th108t2aaunaff_M.mp4,2
31,047-jl047,med,high,h014.png,20,4,vicarious,99,jl047*M.mp4,jl047t1aiunaff_M.mp4,2
32,043-jh043,med,low,l002.png,17,3,vicarious,99,jh043*M.mp4,jh043t2aeunaff_M.mp4,2
33,048-aa048,low,high,h039.png,8,2,vicarious,99,aa048*L.mp4,aa048t2aaunaff_L.mp4,2
34,101-mg101,low,low,l049.png,1,1,vicarious,99,mg101*L.mp4,mg101t2afunaff_L.mp4,2
35,096-bg096,low,high,h007.png,6,2,vicarious,99,bg096*L.mp4,bg096t2afunaff_L.mp4,2
