,Event1 onset,Event2 onset,Event3 onset,Event4 onset,Trial type,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue,stimulus_intensity,cue_image
0,0.0,4.8166,15.5409,27.5014,3.0,1.6,5.2,3.0,2.2,1.0,4.0,9.0,4.0,low_cue,high_stim,l044.png
1,33.6925,37.771,49.9799,63.4245,5.0,1.3,6.3,6.5,4.6,1.0,4.0,9.0,4.0,high_cue,med_stim,h047.png
2,71.9819,76.0605,80.9248,91.3026,1.0,1.3,0.9,1.4,1.2,1.0,4.0,9.0,4.0,low_cue,low_stim,l055.png
3,96.4853,101.3019,106.7381,120.1828,4.0,1.6,1.4,6.5,7.9,1.0,4.0,9.0,4.0,high_cue,low_stim,h033.png
4,132.0991,136.9157,149.1245,160.0425,2.0,1.6,6.3,1.9,4.9,1.0,4.0,9.0,4.0,low_cue,med_stim,l043.png
5,165.3959,169.4745,179.6692,192.4676,6.0,1.3,6.2,3.8,4.9,1.0,4.0,9.0,4.0,high_cue,high_stim,h053.png
6,197.821,202.1566,214.3654,233.2276,1.0,1.4,6.3,9.9,4.8,1.0,4.0,9.0,4.0,low_cue,low_stim,l015.png
7,238.5224,243.512,249.8068,263.5259,3.0,1.7,2.3,6.8,1.4,1.0,4.0,9.0,4.0,low_cue,high_stim,l053.png
8,268.8793,272.0321,280.5778,290.9555,6.0,2.2,4.5,3.5,1.3,1.0,4.0,9.0,4.0,high_cue,high_stim,h015.png
9,296.2503,299.1064,309.3011,321.3978,5.0,1.9,6.2,3.1,9.8,1.0,4.0,9.0,4.0,high_cue,med_stim,h027.png
10,331.7145,336.0501,342.3449,356.064,4.0,1.4,2.3,4.7,2.2,1.0,4.0,9.0,4.0,high_cue,low_stim,h010.png
11,362.2551,365.4079,375.4961,385.1222,2.0,0.9,6.1,2.7,8.9,1.0,4.0,9.0,4.0,low_cue,med_stim,l021.png
