,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename
12,0,2,1.0,low_cue,low_stim,0.8,4.7,4.0,11.4,1.0,4.0,9.0,4.0,l054.png,121-vw121,vw121*L.mp4,vw121t1aeaff_L.mp4
13,1,2,2.0,low_cue,med_stim,2.0,4.7,4.8,2.1,1.0,4.0,9.0,4.0,l019.png,120-kz120,kz120*M.mp4,kz120t2aeaff_M.mp4
14,2,2,5.0,high_cue,med_stim,2.0,0.8,2.8,4.5,1.0,4.0,9.0,4.0,h040.png,043-jh043,jh043*M.mp4,jh043t2aeunaff_M.mp4
15,3,2,3.0,low_cue,high_stim,0.9,7.5,3.2,9.1,1.0,4.0,9.0,4.0,l028.png,115-jy115,jy115*H.mp4,jy115t2aaaff_H.mp4
16,4,2,5.0,high_cue,med_stim,0.7,2.5,5.9,10.6,1.0,4.0,9.0,4.0,h043.png,097-gf097,gf097*M.mp4,gf097t1aiaff_M.mp4
17,5,2,3.0,low_cue,high_stim,2.1,2.2,3.1,0.9,1.0,4.0,9.0,4.0,l042.png,080-bn080,bn080*H.mp4,bn080t1afaff_H.mp4
18,6,2,1.0,low_cue,low_stim,2.0,5.3,5.9,1.3,1.0,4.0,9.0,4.0,l008.png,043-jh043,jh043*L.mp4,jh043t2aaunaff_L.mp4
19,7,2,6.0,high_cue,high_stim,0.7,0.8,4.9,0.9,1.0,4.0,9.0,4.0,h011.png,121-vw121,vw121*H.mp4,vw121t1aaaff_H.mp4
20,8,2,6.0,high_cue,high_stim,2.0,2.2,4.0,3.9,1.0,4.0,9.0,4.0,h044.png,043-jh043,jh043*H.mp4,jh043t2aeaff_H.mp4
21,9,2,4.0,high_cue,low_stim,1.8,10.6,3.9,4.7,1.0,4.0,9.0,4.0,h052.png,115-jy115,jy115*L.mp4,jy115t1aaunaff_L.mp4
22,10,2,4.0,high_cue,low_stim,1.9,4.9,5.0,1.7,1.0,4.0,9.0,4.0,h053.png,120-kz120,kz120*L.mp4,kz120t2aaunaff_L.mp4
23,11,2,2.0,low_cue,med_stim,0.9,7.6,6.7,2.8,1.0,4.0,9.0,4.0,l012.png,115-jy115,jy115*M.mp4,jy115t1aeaff_M.mp4
