,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename
0,0,1,5.0,high_cue,med_stim,0.8,7.9,3.7,1.1,1.0,4.0,9.0,4.0,h017.png,047-jl047,jl047*M.mp4,jl047t1aiunaff_M.mp4
1,1,1,2.0,low_cue,med_stim,1.5,0.9,3.7,1.9,1.0,4.0,9.0,4.0,l041.png,095-tv095,tv095*M.mp4,tv095t2afaff_M.mp4
2,2,1,4.0,high_cue,low_stim,1.5,5.7,6.1,3.3,1.0,4.0,9.0,4.0,h053.png,115-jy115,jy115*L.mp4,jy115t1aaunaff_L.mp4
3,3,1,2.0,low_cue,med_stim,1.5,6.9,5.9,8.6,1.0,4.0,9.0,4.0,l037.png,064-ak064,ak064*M.mp4,ak064t1aiaff_M.mp4
4,4,1,6.0,high_cue,high_stim,2.9,8.6,5.8,3.2,1.0,4.0,9.0,4.0,h001.png,103-jk103,jk103*H.mp4,jk103t1aaaff_H.mp4
5,5,1,1.0,low_cue,low_stim,1.4,4.5,1.6,16.3,1.0,4.0,9.0,4.0,l004.png,048-aa048,aa048*L.mp4,aa048t2aaunaff_L.mp4
6,6,1,3.0,low_cue,high_stim,0.8,4.4,5.1,3.1,1.0,4.0,9.0,4.0,l009.png,066-mg066,mg066*H.mp4,mg066t1aaaff_H.mp4
7,7,1,5.0,high_cue,med_stim,0.6,3.4,2.9,5.1,1.0,4.0,9.0,4.0,h011.png,109-ib109,ib109*M.mp4,ib109t1afaff_M.mp4
8,8,1,4.0,high_cue,low_stim,0.6,0.9,9.9,4.2,1.0,4.0,9.0,4.0,h033.png,064-ak064,ak064*L.mp4,ak064t1afunaff_L.mp4
9,9,1,3.0,low_cue,high_stim,2.9,8.6,4.3,1.1,1.0,4.0,9.0,4.0,l029.png,115-jy115,jy115*H.mp4,jy115t2aaaff_H.mp4
10,10,1,6.0,high_cue,high_stim,0.7,0.7,4.1,2.8,1.0,4.0,9.0,4.0,h021.png,064-ak064,ak064*H.mp4,ak064t1aaaff_H.mp4
11,11,1,1.0,low_cue,low_stim,2.9,1.7,1.1,3.3,1.0,4.0,9.0,4.0,l010.png,095-tv095,tv095*L.mp4,tv095t2aeunaff_L.mp4
