,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename
12,0,2,2.0,low_cue,med_stim,2.3,4.4,1.7,2.9,1.0,4.0,9.0,4.0,l015.png,048-aa048,aa048*M.mp4,aa048t2afunaff_M.mp4
13,1,2,4.0,high_cue,low_stim,1.7,1.0,6.5,2.9,1.0,4.0,9.0,4.0,h026.png,066-mg066,mg066*L.mp4,mg066t2aeunaff_L.mp4
14,2,2,3.0,low_cue,high_stim,2.2,6.5,6.2,0.5,1.0,4.0,9.0,4.0,l026.png,109-ib109,ib109*H.mp4,ib109t1aiaff_H.mp4
15,3,2,5.0,high_cue,med_stim,1.3,2.2,1.2,0.5,1.0,4.0,9.0,4.0,h025.png,103-jk103,jk103*M.mp4,jk103t2aaunaff_M.mp4
16,4,2,2.0,low_cue,med_stim,1.7,2.7,6.2,12.8,1.0,4.0,9.0,4.0,l043.png,066-mg066,mg066*M.mp4,mg066t2aaunaff_M.mp4
17,5,2,3.0,low_cue,high_stim,1.3,9.1,0.8,3.2,1.0,4.0,9.0,4.0,l017.png,048-aa048,aa048*H.mp4,aa048t2aeaff_H.mp4
18,6,2,6.0,high_cue,high_stim,0.6,2.2,17.7,0.8,1.0,4.0,9.0,4.0,h003.png,047-jl047,jl047*H.mp4,jl047t1aiaff_H.mp4
19,7,2,1.0,low_cue,low_stim,0.6,1.9,2.0,2.5,1.0,4.0,9.0,4.0,l002.png,103-jk103,jk103*L.mp4,jk103t1aaunaff_L.mp4
20,8,2,1.0,low_cue,low_stim,0.9,9.1,7.9,2.2,1.0,4.0,9.0,4.0,l053.png,109-ib109,ib109*L.mp4,ib109t1aiunaff_L.mp4
21,9,2,4.0,high_cue,low_stim,2.2,1.9,1.7,12.8,1.0,4.0,9.0,4.0,h014.png,047-jl047,jl047*L.mp4,jl047t1aaunaff_L.mp4
22,10,2,5.0,high_cue,med_stim,0.9,6.7,1.5,9.1,1.0,4.0,9.0,4.0,h055.png,115-jy115,jy115*M.mp4,jy115t1aeaff_M.mp4
23,11,2,6.0,high_cue,high_stim,2.3,6.5,0.8,3.7,1.0,4.0,9.0,4.0,h038.png,095-tv095,tv095*H.mp4,tv095t1afaff_H.mp4
