,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename
0,0,1,1.0,low_cue,low_stim,0.8,4.7,4.0,10.6,1.0,4.0,9.0,4.0,l053.png,097-gf097,gf097*L.mp4,gf097t2aiunaff_L.mp4
1,1,1,2.0,low_cue,med_stim,2.0,4.7,6.5,2.1,1.0,4.0,9.0,4.0,l048.png,107-hs107,hs107*M.mp4,hs107t2aaaff_M.mp4
2,2,1,5.0,high_cue,med_stim,2.0,0.8,4.5,4.5,1.0,4.0,9.0,4.0,h042.png,080-bn080,bn080*M.mp4,bn080t1aeaff_M.mp4
3,3,1,3.0,low_cue,high_stim,0.9,3.4,4.9,9.9,1.0,4.0,9.0,4.0,l036.png,097-gf097,gf097*H.mp4,gf097t2aaunaff_H.mp4
4,4,1,5.0,high_cue,med_stim,0.7,2.5,4.2,10.6,1.0,4.0,9.0,4.0,h048.png,121-vw121,vw121*M.mp4,vw121t1aiaff_M.mp4
5,5,1,3.0,low_cue,high_stim,2.1,2.2,4.8,1.7,1.0,4.0,9.0,4.0,l016.png,107-hs107,hs107*H.mp4,hs107t1afaff_H.mp4
6,6,1,1.0,low_cue,low_stim,2.0,5.3,4.2,1.3,1.0,4.0,9.0,4.0,l001.png,107-hs107,hs107*L.mp4,hs107t2aeunaff_L.mp4
7,7,1,6.0,high_cue,high_stim,0.7,4.9,3.2,0.9,1.0,4.0,9.0,4.0,h006.png,120-kz120,kz120*H.mp4,kz120t2aaaff_H.mp4
8,8,1,6.0,high_cue,high_stim,2.0,2.2,5.7,3.9,1.0,4.0,9.0,4.0,h027.png,108-th108,th108*H.mp4,th108t1aeaff_H.mp4
9,9,1,4.0,high_cue,low_stim,1.8,10.6,2.2,3.9,1.0,4.0,9.0,4.0,h049.png,108-th108,th108*L.mp4,th108t1aaunaff_L.mp4
10,10,1,4.0,high_cue,low_stim,1.9,4.9,5.0,0.9,1.0,4.0,9.0,4.0,h018.png,080-bn080,bn080*L.mp4,bn080t1afunaff_L.mp4
11,11,1,2.0,low_cue,med_stim,0.9,7.6,5.0,3.6,1.0,4.0,9.0,4.0,l049.png,108-th108,th108*M.mp4,th108t2aaunaff_M.mp4
