,Event1 onset,Event2 onset,Event3 onset,Event4 onset,Trial type,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue,stimulus_intensity,cue_image
0,0.0,6.8556,11.5318,26.6963,1.0,2.2,0.7,8.4,8.8,1.0,4.0,9.0,4.0,low_cue,low_stim,l021.png
1,39.5228,41.3684,46.6959,58.648999999999994,5.0,0.8,7.3,3.0,1.5,1.0,4.0,9.0,4.0,high_cue,med_stim,h052.png
2,64.1617,71.0174,76.6938,87.9841,4.0,2.2,1.7,4.5,2.7,1.0,4.0,9.0,4.0,high_cue,low_stim,h048.png
3,93.6477,99.191,103.8671,119.0317,6.0,1.7,0.7,6.2,10.0,1.0,4.0,9.0,4.0,high_cue,high_stim,h005.png
4,132.0809,135.2907,140.9671,151.8665,2.0,2.2,7.7,1.9,2.7,1.0,4.0,9.0,4.0,low_cue,med_stim,l053.png
5,158.5244,160.899,166.0118,181.6506,3.0,1.4,7.1,6.6,11.6,1.0,4.0,9.0,4.0,low_cue,high_stim,l050.png
6,196.2091,201.4662,210.5625,221.2674,2.0,1.6,11.1,1.7,1.7,1.0,4.0,9.0,4.0,low_cue,med_stim,l033.png
7,226.9309,232.4743,237.1504,253.8105,3.0,1.7,6.7,9.9,1.9,1.0,4.0,9.0,4.0,low_cue,high_stim,l025.png
8,259.7586,262.9684,268.5572,279.4566,4.0,0.8,1.6,4.1,1.0,1.0,4.0,9.0,4.0,high_cue,low_stim,h040.png
9,284.4566,289.7137,295.3026,306.5929,6.0,1.6,1.6,2.3,5.8,1.0,4.0,9.0,4.0,high_cue,high_stim,h006.png
10,315.4359,318.6456,328.7644,339.6638,5.0,0.8,6.1,1.9,2.4,1.0,4.0,9.0,4.0,high_cue,med_stim,h028.png
11,345.0573,346.9584,352.5473,362.8183,1.0,0.9,1.6,3.5,4.1,1.0,4.0,9.0,4.0,low_cue,low_stim,l052.png
