,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename
12,0,2,4.0,high_cue,low_stim,1.2,6.0,1.2,2.2,1.0,4.0,9.0,4.0,h048.png,064-ak064,ak064*L.mp4,ak064t1afunaff_L.mp4
13,1,2,4.0,high_cue,low_stim,2.2,1.7,4.3,8.2,1.0,4.0,9.0,4.0,h028.png,121-vw121,vw121*L.mp4,vw121t1aeaff_L.mp4
14,2,2,5.0,high_cue,med_stim,1.0,1.7,3.9,6.7,1.0,4.0,9.0,4.0,h016.png,123-jh123,jh123*M.mp4,jh123t2aaaff_M.mp4
15,3,2,2.0,low_cue,med_stim,1.0,1.7,1.2,8.2,1.0,4.0,9.0,4.0,l031.png,124-dn124,dn124*M.mp4,dn124t1aeunaff_M.mp4
16,4,2,6.0,high_cue,high_stim,2.9,11.6,5.2,2.2,1.0,4.0,9.0,4.0,h035.png,092-ch092,ch092*H.mp4,ch092t2aiaff_H.mp4
17,5,2,3.0,low_cue,high_stim,2.2,5.2,1.8,0.8,1.0,4.0,9.0,4.0,l001.png,124-dn124,dn124*H.mp4,dn124t1aiaff_H.mp4
18,6,2,6.0,high_cue,high_stim,1.0,6.4,4.8,5.4,1.0,4.0,9.0,4.0,h023.png,120-kz120,kz120*H.mp4,kz120t2aaaff_H.mp4
19,7,2,5.0,high_cue,med_stim,2.2,5.2,4.3,6.3,1.0,4.0,9.0,4.0,h019.png,092-ch092,ch092*M.mp4,ch092t2aaaff_M.mp4
20,8,2,1.0,low_cue,low_stim,2.2,3.0,1.2,1.8,1.0,4.0,9.0,4.0,l050.png,092-ch092,ch092*L.mp4,ch092t2aeaff_L.mp4
21,9,2,3.0,low_cue,high_stim,0.9,4.4,4.3,3.5,1.0,4.0,9.0,4.0,l033.png,064-ak064,ak064*H.mp4,ak064t1aaaff_H.mp4
22,10,2,1.0,low_cue,low_stim,0.7,3.6,16.8,6.7,1.0,4.0,9.0,4.0,l021.png,123-jh123,jh123*L.mp4,jh123t1aaunaff_L.mp4
23,11,2,2.0,low_cue,med_stim,0.6,3.6,5.0,2.2,1.0,4.0,9.0,4.0,l018.png,120-kz120,kz120*M.mp4,kz120t2aeaff_M.mp4
