,index,block,Trial type,cue,stimulus_intensity,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue_image,video_subject,image_glob,video_filename
0,0,1,4.0,high_cue,low_stim,1.4,4.6,2.4,2.0,1.0,4.0,9.0,4.0,h021.png,043-jh043,jh043*L.mp4,jh043t2aaunaff_L.mp4
1,1,1,1.0,low_cue,low_stim,0.8,5.3,2.9,1.9,1.0,4.0,9.0,4.0,l008.png,106-nm106,nm106*L.mp4,nm106t1aaunaff_L.mp4
2,2,1,2.0,low_cue,med_stim,1.1,2.6,2.6,1.0,1.0,4.0,9.0,4.0,l042.png,106-nm106,nm106*M.mp4,nm106t2aaunaff_M.mp4
3,3,1,3.0,low_cue,high_stim,2.1,5.2,2.3,1.1,1.0,4.0,9.0,4.0,l043.png,106-nm106,nm106*H.mp4,nm106t1afaff_H.mp4
4,4,1,5.0,high_cue,med_stim,1.4,1.4,2.3,0.7,1.0,4.0,9.0,4.0,h004.png,107-hs107,hs107*M.mp4,hs107t2aaaff_M.mp4
5,5,1,6.0,high_cue,high_stim,1.1,1.3,2.7,0.6,1.0,4.0,9.0,4.0,h017.png,092-ch092,ch092*H.mp4,ch092t2aiaff_H.mp4
6,6,1,4.0,high_cue,low_stim,1.1,6.8,12.2,1.9,1.0,4.0,9.0,4.0,h046.png,120-kz120,kz120*L.mp4,kz120t2aaunaff_L.mp4
7,7,1,6.0,high_cue,high_stim,1.1,0.9,4.3,7.8,1.0,4.0,9.0,4.0,h003.png,096-bg096,bg096*H.mp4,bg096t1aeaff_H.mp4
8,8,1,1.0,low_cue,low_stim,2.1,8.8,5.6,0.9,1.0,4.0,9.0,4.0,l053.png,092-ch092,ch092*L.mp4,ch092t2aeaff_L.mp4
9,9,1,2.0,low_cue,med_stim,2.1,5.3,4.2,1.9,1.0,4.0,9.0,4.0,l022.png,043-jh043,jh043*M.mp4,jh043t2aeunaff_M.mp4
10,10,1,3.0,low_cue,high_stim,1.4,1.4,2.7,17.0,1.0,4.0,9.0,4.0,l029.png,043-jh043,jh043*H.mp4,jh043t2aeaff_H.mp4
11,11,1,5.0,high_cue,med_stim,2.1,10.3,9.6,17.0,1.0,4.0,9.0,4.0,h042.png,092-ch092,ch092*M.mp4,ch092t2aaaff_M.mp4
