,Event1 onset,Event2 onset,Event3 onset,Event4 onset,Trial type,ISI1,ISI2,ISI3,ITI,Event1Dur,Event2Dur,Event3Dur,Event4Dur,cue,stimulus_intensity,cue_image
0,0.0,4.4926,12.8822,23.0422,4.0,1.2,6.0,1.2,2.2,1.0,4.0,9.0,4.0,high_cue,low_stim,h045.png
1,29.2026,36.5604,42.2165,52.8381,4.0,2.2,1.7,4.3,8.2,1.0,4.0,9.0,4.0,high_cue,low_stim,h035.png
2,62.2145,66.19,71.8461,82.0061,5.0,1.0,1.7,3.9,6.7,1.0,4.0,9.0,4.0,high_cue,med_stim,h052.png
3,89.8991,93.8746,99.5307,109.6907,2.0,1.0,1.7,1.2,8.2,1.0,4.0,9.0,4.0,low_cue,med_stim,l046.png
4,119.0671,128.4599,144.0913,158.2566,6.0,2.9,11.6,5.2,2.2,1.0,4.0,9.0,4.0,high_cue,high_stim,h007.png
5,164.417,171.7748,179.357,190.1802,3.0,2.2,5.2,1.8,0.8,1.0,4.0,9.0,4.0,low_cue,high_stim,l016.png
6,194.9673,198.9428,207.7379,221.4882,6.0,1.0,6.4,4.8,5.4,1.0,4.0,9.0,4.0,high_cue,high_stim,h039.png
7,230.8645,238.2223,245.8045,256.4261,5.0,2.2,5.2,4.3,6.3,1.0,4.0,9.0,4.0,high_cue,med_stim,h046.png
8,266.72900000000004,274.0868,279.4409,289.6009,1.0,2.2,3.0,1.2,1.8,1.0,4.0,9.0,4.0,low_cue,low_stim,l041.png
9,295.4049,297.3163,305.7059,316.3275,3.0,0.9,4.4,4.3,3.5,1.0,4.0,9.0,4.0,low_cue,high_stim,l021.png
10,321.0317,322.7766,330.3588,353.45,1.0,0.7,3.6,16.8,6.7,1.0,4.0,9.0,4.0,low_cue,low_stim,l024.png
11,361.3429,362.9742,370.5564,384.5299,2.0,0.6,3.6,5.0,2.2,1.0,4.0,9.0,4.0,low_cue,med_stim,l049.png
