,trial_order,stimuli_num,administer,match,cue_type,cue_image,random_order,cond_type,condition_name,condition_num_filled_in_during_exper,block_num,image_filename,cB_version,ISI1,ISI2
0,0,6,100,different,high,h036.png,22,4,cognitive,99,2,6_100_R.jpg,5,1.6,0.6
1,1,18,150,same,low,l005.png,29,5,cognitive,99,2,18_150.jpg,5,3.2,0.6
2,2,33,50,same,low,l050.png,5,1,cognitive,99,2,33_50.jpg,5,2.7,0.5
3,3,20,100,different,low,l011.png,21,3,cognitive,99,2,20_100_R.jpg,5,2.5,0.6
4,4,33,100,same,low,l053.png,17,3,cognitive,99,2,33_100.jpg,5,1.9,0.7
5,5,36,100,same,high,h003.png,16,4,cognitive,99,2,36_100.jpg,5,1.9,0.5
6,6,6,50,different,high,h056.png,10,2,cognitive,99,2,6_50_R.jpg,5,2.7,2.2
7,7,22,100,same,low,l018.png,13,3,cognitive,99,2,22_100.jpg,5,3.2,0.6
8,8,22,50,same,high,h006.png,0,2,cognitive,99,2,22_50.jpg,5,3.0,0.5
9,9,9,100,same,high,h038.png,12,4,cognitive,99,2,9_100.jpg,5,2.0,1.0
10,10,18,50,different,low,l047.png,9,1,cognitive,99,2,18_50_R.jpg,5,2.0,0.7
11,11,4,150,different,low,l004.png,35,5,cognitive,99,2,4_150_R.jpg,5,1.2,0.8
12,12,12,50,same,low,l041.png,3,1,cognitive,99,2,12_50.jpg,5,1.4,1.2
13,13,33,150,same,high,h018.png,24,6,cognitive,99,2,33_150.jpg,5,1.4,1.0
14,14,42,150,different,high,h054.png,34,6,cognitive,99,2,42_150_R.jpg,5,1.1,0.7
15,15,15,50,same,high,h013.png,4,2,cognitive,99,2,15_50.jpg,5,3.1,0.5
16,16,18,100,different,low,l037.png,23,3,cognitive,99,2,18_100_R.jpg,5,2.2,0.9
17,17,4,50,different,low,l032.png,11,1,cognitive,99,2,4_50_R.jpg,5,1.5,0.6
18,18,25,50,different,low,l035.png,7,1,cognitive,99,2,25_50_R.jpg,5,1.9,0.8
19,19,20,50,same,low,l001.png,1,1,cognitive,99,2,20_50.jpg,5,2.8,0.5
20,20,25,150,same,high,h039.png,28,6,cognitive,99,2,25_150.jpg,5,1.9,0.5
21,21,42,50,same,high,h024.png,2,2,cognitive,99,2,42_50.jpg,5,1.3,2.5
22,22,9,50,different,high,h040.png,8,2,cognitive,99,2,9_50_R.jpg,5,3.0,0.6
23,23,42,100,different,high,h048.png,20,4,cognitive,99,2,42_100_R.jpg,5,3.4,2.3
24,24,25,100,same,low,l049.png,15,3,cognitive,99,2,25_100.jpg,5,1.6,2.7
25,25,22,150,different,high,h049.png,32,6,cognitive,99,2,22_150_R.jpg,5,3.3,1.9
26,26,36,50,different,high,h008.png,6,2,cognitive,99,2,36_50_R.jpg,5,1.1,0.6
27,27,36,150,same,low,l007.png,27,5,cognitive,99,2,36_150.jpg,5,2.2,0.7
28,28,9,150,different,low,l034.png,33,5,cognitive,99,2,9_150_R.jpg,5,1.9,0.5
29,29,12,100,different,high,h016.png,18,4,cognitive,99,2,12_100_R.jpg,5,1.1,0.7
30,30,15,100,different,low,l021.png,19,3,cognitive,99,2,15_100_R.jpg,5,2.5,0.6
31,31,20,150,same,high,h044.png,26,6,cognitive,99,2,20_150.jpg,5,1.0,0.5
32,32,4,100,same,high,h014.png,14,4,cognitive,99,2,4_100.jpg,5,1.3,1.0
33,33,15,150,different,low,l003.png,31,5,cognitive,99,2,15_150_R.jpg,5,1.0,1.3
34,34,12,150,different,high,h015.png,30,6,cognitive,99,2,12_150_R.jpg,5,1.2,1.9
35,35,6,150,same,low,l036.png,25,5,cognitive,99,2,6_150.jpg,5,1.3,2.4
