Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	3.2400	11.7305	21.3711	2.0000	2.2400	4.4905	0.6406	5.2217	1.0000	4.0000	9.0000	4.0000	
30.5927	35.9274	44.0282	53.9711	4.0000	4.3347	4.1008	0.9429	3.2695	1.0000	4.0000	9.0000	4.0000	
61.2407	66.5754	82.8433	92.3807	6.0000	4.3347	12.2679	0.5374	5.2217	1.0000	4.0000	9.0000	4.0000	
101.6023	106.8020	112.5149	122.0523	2.0000	4.1997	1.7129	0.5374	0.8022	1.0000	4.0000	9.0000	4.0000	
126.8545	128.4206	136.5046	146.1452	4.0000	0.5661	4.0840	0.6406	2.2153	1.0000	4.0000	9.0000	4.0000	
152.3605	156.2896	161.3236	174.6476	3.0000	2.9291	1.0340	4.3240	7.1984	1.0000	4.0000	9.0000	4.0000	
185.8460	187.8443	195.3479	209.5374	1.0000	0.9983	3.5036	5.1896	3.2695	1.0000	4.0000	9.0000	4.0000	
216.8070	221.0362	228.5398	240.6849	5.0000	3.2292	3.5036	3.1451	0.8022	1.0000	4.0000	9.0000	4.0000	
245.4872	248.7271	254.4400	269.9687	3.0000	2.2400	1.7129	6.5287	3.5648	1.0000	4.0000	9.0000	4.0000	
277.5335	282.8682	291.0909	303.2856	5.0000	4.3347	4.2227	3.1947	5.2217	1.0000	4.0000	9.0000	4.0000	
312.5072	317.7070	325.9297	339.2537	1.0000	4.1997	4.2227	4.3240	2.2153	1.0000	4.0000	9.0000	4.0000	
345.4690	349.6983	365.3507	376.0856	6.0000	3.2292	11.6524	1.7349	9.3782	1.0000	4.0000	9.0000	4.0000	

