Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	5.0625	15.4988	27.6094	2.0000	4.0625	6.4363	3.1106	3.6580	1.0000	4.0000	9.0000	4.0000	
35.2675	38.1739	46.8300	59.1215	3.0000	1.9065	4.6561	3.2915	6.4278	1.0000	4.0000	9.0000	4.0000	
69.5493	74.1895	80.9585	92.3210	1.0000	3.6402	2.7691	2.3625	5.3236	1.0000	4.0000	9.0000	4.0000	
101.6446	106.2848	115.1702	127.2316	4.0000	3.6402	4.8854	3.0614	11.2467	1.0000	4.0000	9.0000	4.0000	
142.4783	147.5408	165.3450	179.2083	1.0000	4.0625	13.8042	4.8633	3.6859	1.0000	4.0000	9.0000	4.0000	
186.8942	191.1677	197.9368	211.8000	5.0000	3.2736	2.7691	4.8633	5.0961	1.0000	4.0000	9.0000	4.0000	
220.8961	225.5363	240.2677	250.4407	6.0000	3.6402	10.7314	1.1730	11.2467	1.0000	4.0000	9.0000	4.0000	
265.6875	268.8005	273.7115	288.3746	3.0000	2.1130	0.9111	5.6630	1.0371	1.0000	4.0000	9.0000	4.0000	
293.4117	298.4742	304.6192	318.4825	4.0000	4.0625	2.1451	4.8633	0.9520	1.0000	4.0000	9.0000	4.0000	
323.4345	328.0747	334.7561	348.0379	5.0000	3.6402	2.6814	4.2818	0.9520	1.0000	4.0000	9.0000	4.0000	
352.9899	356.5871	365.2432	375.4162	2.0000	2.5972	4.6561	1.1730	11.2467	1.0000	4.0000	9.0000	4.0000	
390.6630	394.2602	400.9416	418.4126	6.0000	2.5972	2.6814	8.4709	0.9520	1.0000	4.0000	9.0000	4.0000	

