Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	6.2333	11.5028	22.7506	5.0000	5.2333	1.2695	2.2478	1.2958	1.0000	4.0000	9.0000	4.0000	
28.0465	34.2798	45.1681	57.6696	1.0000	5.2333	6.8883	3.5014	1.8558	1.0000	4.0000	9.0000	4.0000	
63.5254	66.9080	77.7963	88.0335	4.0000	2.3826	6.8883	1.2372	1.2958	1.0000	4.0000	9.0000	4.0000	
93.3293	99.5627	110.4510	120.0491	6.0000	5.2333	6.8883	0.5981	4.4775	1.0000	4.0000	9.0000	4.0000	
128.5267	134.7600	140.0774	151.3057	4.0000	5.2333	1.3174	2.2283	1.2775	1.0000	4.0000	9.0000	4.0000	
156.5832	159.9658	170.8542	180.9028	5.0000	2.3826	6.8883	1.0486	2.9768	1.0000	4.0000	9.0000	4.0000	
187.8795	192.2087	198.8346	214.8911	3.0000	3.3291	2.6260	7.0565	4.4775	1.0000	4.0000	9.0000	4.0000	
223.3686	226.3097	232.9357	248.9922	2.0000	1.9411	2.6260	7.0565	2.9768	1.0000	4.0000	9.0000	4.0000	
255.9690	257.8087	264.4347	275.6630	6.0000	0.8398	2.6260	2.2283	9.3855	1.0000	4.0000	9.0000	4.0000	
289.0485	291.5304	297.6294	309.3637	2.0000	1.4819	2.0990	2.7343	1.2775	1.0000	4.0000	9.0000	4.0000	
314.6412	317.8906	337.0864	357.0838	1.0000	2.2493	15.1959	10.9974	1.2775	1.0000	4.0000	9.0000	4.0000	
362.3613	365.7439	375.5593	385.6079	3.0000	2.3826	5.8154	1.0486	1.5554	1.0000	4.0000	9.0000	4.0000	

