Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	4.4926	12.8822	23.0422	4.0000	3.4926	4.3896	1.1600	2.1604	1.0000	4.0000	9.0000	4.0000	
29.2026	36.5604	42.2165	52.8381	4.0000	6.3578	1.6561	1.6217	5.3764	1.0000	4.0000	9.0000	4.0000	
62.2145	66.1900	71.8461	82.0061	5.0000	2.9755	1.6561	1.1600	3.8930	1.0000	4.0000	9.0000	4.0000	
89.8991	93.8746	99.5307	109.6907	2.0000	2.9755	1.6561	1.1600	5.3764	1.0000	4.0000	9.0000	4.0000	
119.0671	128.4599	144.0913	158.2566	6.0000	8.3928	11.6314	5.1654	2.1604	1.0000	4.0000	9.0000	4.0000	
164.4170	171.7748	179.3570	190.1802	3.0000	6.3578	3.5822	1.8233	0.7870	1.0000	4.0000	9.0000	4.0000	
194.9673	198.9428	207.7379	221.4882	6.0000	2.9755	4.7951	4.7503	5.3764	1.0000	4.0000	9.0000	4.0000	
230.8645	238.2223	245.8045	256.4261	5.0000	6.3578	3.5822	1.6217	6.3029	1.0000	4.0000	9.0000	4.0000	
266.7290	274.0868	279.4409	289.6009	1.0000	6.3578	1.3541	1.1600	1.8040	1.0000	4.0000	9.0000	4.0000	
295.4049	297.3163	305.7059	316.3275	3.0000	0.9114	4.3896	1.6217	0.7042	1.0000	4.0000	9.0000	4.0000	
321.0317	322.7766	330.3588	353.4500	1.0000	0.7449	3.5822	14.0912	3.8930	1.0000	4.0000	9.0000	4.0000	
361.3429	362.9742	370.5564	384.5299	2.0000	0.6313	3.5822	4.9735	2.1604	1.0000	4.0000	9.0000	4.0000	

