Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	3.0868	10.1221	20.8839	3.0000	2.0868	3.0353	1.7618	2.0192	1.0000	4.0000	9.0000	4.0000	
26.9031	29.8548	38.9510	51.4371	4.0000	1.9517	5.0963	3.4861	9.3502	1.0000	4.0000	9.0000	4.0000	
64.7874	71.8056	80.6315	99.1096	3.0000	6.0183	4.8259	9.4781	2.6082	1.0000	4.0000	9.0000	4.0000	
105.7178	108.0996	116.9255	128.0688	2.0000	1.3818	4.8259	2.1433	2.4219	1.0000	4.0000	9.0000	4.0000	
134.4907	141.5090	147.5460	158.6893	6.0000	6.0183	2.0370	2.1433	5.5852	1.0000	4.0000	9.0000	4.0000	
168.2745	171.3613	180.1872	190.5572	6.0000	2.0868	4.8259	1.3700	0.7577	1.0000	4.0000	9.0000	4.0000	
195.3149	202.3332	211.1590	229.5561	1.0000	6.0183	4.8259	9.3971	9.3502	1.0000	4.0000	9.0000	4.0000	
242.9064	245.9658	256.7189	267.4807	4.0000	2.0594	6.7531	1.7618	2.4219	1.0000	4.0000	9.0000	4.0000	
273.9026	276.9620	281.5388	292.6821	5.0000	2.0594	0.5768	2.1433	4.2017	1.0000	4.0000	9.0000	4.0000	
300.8838	302.5393	309.0886	324.1432	1.0000	0.6555	2.5493	6.0546	2.4219	1.0000	4.0000	9.0000	4.0000	
330.5651	337.5834	344.6187	359.6733	5.0000	6.0183	3.0353	6.0546	9.3502	1.0000	4.0000	9.0000	4.0000	
373.0236	380.0419	384.6186	403.0157	2.0000	6.0183	0.5768	9.3971	2.0725	1.0000	4.0000	9.0000	4.0000	

