Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	6.3720	14.7979	24.8832	4.0000	5.3720	4.4259	1.0852	2.6393	1.0000	4.0000	9.0000	4.0000	
31.5224	36.5997	45.0256	57.5534	6.0000	4.0773	4.4259	3.5278	0.7995	1.0000	4.0000	9.0000	4.0000	
62.3529	67.4302	75.7355	88.2633	5.0000	4.0773	4.3053	3.5278	0.6765	1.0000	4.0000	9.0000	4.0000	
92.9397	94.4466	100.0279	113.9960	1.0000	0.5069	1.5812	4.9682	0.6765	1.0000	4.0000	9.0000	4.0000	
118.6725	125.0445	130.6258	146.7688	6.0000	5.3720	1.5812	7.1431	2.2730	1.0000	4.0000	9.0000	4.0000	
153.0418	159.2542	167.2133	178.3902	4.0000	5.2124	3.9592	2.1768	6.3949	1.0000	4.0000	9.0000	4.0000	
188.7851	192.2473	205.2375	215.3227	2.0000	2.4622	8.9902	1.0852	1.2408	1.0000	4.0000	9.0000	4.0000	
220.5635	223.7650	236.7551	246.4841	3.0000	2.2015	8.9902	0.7290	0.7995	1.0000	4.0000	9.0000	4.0000	
251.2837	254.4851	262.9110	276.8791	2.0000	2.2015	4.4259	4.9682	5.0575	1.0000	4.0000	9.0000	4.0000	
285.9366	292.1490	300.4542	312.6917	1.0000	5.2124	4.3053	3.2375	2.6393	1.0000	4.0000	9.0000	4.0000	
319.3310	322.5325	328.1137	340.3513	5.0000	2.2015	1.5812	3.2375	2.6393	1.0000	4.0000	9.0000	4.0000	
346.9905	352.4252	359.9059	371.0827	3.0000	4.4346	3.4807	2.1768	2.2730	1.0000	4.0000	9.0000	4.0000	

