Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	1.7358	11.8334	32.8357	3.0000	0.7358	6.0976	12.0023	4.1203	1.0000	4.0000	9.0000	4.0000	
40.9559	47.0592	53.2955	65.4370	2.0000	5.1033	2.2363	3.1415	1.9059	1.0000	4.0000	9.0000	4.0000	
71.3429	75.6735	81.7770	91.4082	5.0000	3.3306	2.1035	0.6312	1.9107	1.0000	4.0000	9.0000	4.0000	
97.3189	106.6593	116.7568	127.6344	4.0000	8.3404	6.0976	1.8776	1.1099	1.0000	4.0000	9.0000	4.0000	
132.7443	137.0749	142.3982	153.4747	1.0000	3.3306	1.3233	2.0765	4.5286	1.0000	4.0000	9.0000	4.0000	
162.0033	171.3436	180.6751	198.5755	6.0000	8.3404	5.3314	8.9004	5.6173	1.0000	4.0000	9.0000	4.0000	
208.1928	217.5332	223.6968	244.6990	1.0000	8.3404	2.1636	12.0023	1.9059	1.0000	4.0000	9.0000	4.0000	
250.6049	256.7082	262.8116	280.7121	3.0000	5.1033	2.1035	8.9004	4.5286	1.0000	4.0000	9.0000	4.0000	
289.2406	298.5810	305.6218	316.9059	2.0000	8.3404	3.0408	2.2841	1.1099	1.0000	4.0000	9.0000	4.0000	
322.0158	323.7517	337.1810	348.0586	6.0000	0.7358	9.4294	1.8776	8.4286	1.0000	4.0000	9.0000	4.0000	
360.4872	362.8715	372.2030	382.8395	4.0000	1.3843	5.3314	1.6365	1.0236	1.0000	4.0000	9.0000	4.0000	
387.8631	390.4881	396.6517	417.6540	5.0000	1.6251	2.1636	12.0023	1.4554	1.0000	4.0000	9.0000	4.0000	

