Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	7.6997	16.1443	26.8888	2.0000	6.6997	4.4446	1.7445	2.8827	1.0000	4.0000	9.0000	4.0000	
33.7716	36.4818	41.4658	52.7473	4.0000	1.7103	0.9840	2.2815	2.8827	1.0000	4.0000	9.0000	4.0000	
59.6301	66.8190	72.6518	83.6970	3.0000	6.1890	1.8327	2.0453	0.5007	1.0000	4.0000	9.0000	4.0000	
88.1977	92.8924	99.0950	109.2532	5.0000	3.6947	2.2027	1.1582	0.5007	1.0000	4.0000	9.0000	4.0000	
113.7539	116.4641	123.1867	134.2320	2.0000	1.7103	2.7226	2.0453	16.8288	1.0000	4.0000	9.0000	4.0000	
155.0607	159.7554	168.2000	177.9604	3.0000	3.6947	4.4446	0.7604	3.1575	1.0000	4.0000	9.0000	4.0000	
185.1179	187.8282	194.0309	216.5269	6.0000	1.7103	2.2027	13.4960	0.7665	1.0000	4.0000	9.0000	4.0000	
221.2934	222.9331	228.7952	239.8404	1.0000	0.6397	1.8620	2.0453	2.5451	1.0000	4.0000	9.0000	4.0000	
246.3856	250.0185	258.4631	271.1607	1.0000	2.6329	4.4446	3.6976	2.1594	1.0000	4.0000	9.0000	4.0000	
277.3201	284.5091	290.3712	301.1156	4.0000	6.1890	1.8620	1.7445	16.8288	1.0000	4.0000	9.0000	4.0000	
321.9444	325.5773	331.6006	342.0848	5.0000	2.6329	2.0233	1.4842	11.9352	1.0000	4.0000	9.0000	4.0000	
358.0200	365.7197	371.5383	381.2987	6.0000	6.6997	1.8186	0.7604	3.7077	1.0000	4.0000	9.0000	4.0000	

