Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	5.9546	29.0750	42.9025	6.0000	4.9546	19.1204	4.8275	6.1936	1.0000	4.0000	9.0000	4.0000	
53.0962	56.6745	65.8688	76.2701	3.0000	2.5783	5.1944	1.4012	2.9406	1.0000	4.0000	9.0000	4.0000	
83.2107	86.8099	98.7439	116.6949	6.0000	2.5992	7.9340	8.9510	3.4051	1.0000	4.0000	9.0000	4.0000	
124.1000	129.1171	134.6789	152.6300	3.0000	4.0171	1.5618	8.9510	3.2181	1.0000	4.0000	9.0000	4.0000	
159.8480	162.3396	180.7999	194.6275	1.0000	1.4916	14.4603	4.8275	19.0908	1.0000	4.0000	9.0000	4.0000	
217.7183	223.6729	246.7933	260.6208	4.0000	4.9546	19.1204	4.8275	3.2181	1.0000	4.0000	9.0000	4.0000	
267.8389	273.5761	282.5252	294.5014	5.0000	4.7372	4.9491	2.9763	5.1355	1.0000	4.0000	9.0000	4.0000	
303.6369	307.2152	313.0297	329.0875	1.0000	2.5783	1.8145	7.0578	3.2181	1.0000	4.0000	9.0000	4.0000	
336.3055	338.7971	344.3589	358.1865	2.0000	1.4916	1.5618	4.8275	3.4051	1.0000	4.0000	9.0000	4.0000	
365.5916	371.5462	390.0065	407.9575	5.0000	4.9546	14.4603	8.9510	3.4051	1.0000	4.0000	9.0000	4.0000	
415.3626	417.0396	422.6015	443.8372	4.0000	0.6770	1.5618	12.2358	5.5802	1.0000	4.0000	9.0000	4.0000	
453.4175	458.2985	467.2476	485.1986	2.0000	3.8811	4.9491	8.9510	1.3617	1.0000	4.0000	9.0000	4.0000	

