Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	4.6346	14.3269	37.7626	1.0000	3.6346	5.6923	14.4357	2.9252	1.0000	4.0000	9.0000	4.0000	
44.6878	49.3223	54.3724	66.1507	3.0000	3.6346	1.0501	2.7783	1.8443	1.0000	4.0000	9.0000	4.0000	
71.9949	78.8191	89.1209	105.9579	5.0000	5.8241	6.3019	7.8369	20.0000	1.0000	4.0000	9.0000	4.0000	
129.9579	134.4107	141.3830	154.1669	5.0000	3.4528	2.9723	3.7839	2.9526	1.0000	4.0000	9.0000	4.0000	
161.1194	167.9436	174.9159	191.7528	4.0000	5.8241	2.9723	7.8369	20.0000	1.0000	4.0000	9.0000	4.0000	
215.7528	222.5769	232.8788	243.2045	6.0000	5.8241	6.3019	1.3257	2.9252	1.0000	4.0000	9.0000	4.0000	
250.1297	251.7544	261.2744	271.6001	3.0000	0.6247	5.5199	1.3257	4.3309	1.0000	4.0000	9.0000	4.0000	
279.9310	281.7242	292.0261	302.3518	1.0000	0.7932	6.3019	1.3257	2.9726	1.0000	4.0000	9.0000	4.0000	
309.3244	313.7772	321.1363	337.9732	2.0000	3.4528	3.3591	7.8369	4.3309	1.0000	4.0000	9.0000	4.0000	
346.3041	351.4261	358.7851	375.0485	6.0000	4.1220	3.3591	7.2634	9.5917	1.0000	4.0000	9.0000	4.0000	
388.6402	391.8092	399.1682	411.9521	4.0000	2.1690	3.3591	3.7839	4.3309	1.0000	4.0000	9.0000	4.0000	
420.2830	427.1072	436.7995	451.1065	2.0000	5.8241	5.6923	5.3070	1.8443	1.0000	4.0000	9.0000	4.0000	

