Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	6.3223	25.9502	36.6534	2.0000	5.3223	15.6279	1.7032	4.8326	1.0000	4.0000	9.0000	4.0000	
45.4860	49.3204	56.0136	66.6703	3.0000	2.8345	2.6931	1.6567	2.2211	1.0000	4.0000	9.0000	4.0000	
72.8913	78.0071	82.6948	92.5733	4.0000	4.1158	0.6876	0.8786	3.8070	1.0000	4.0000	9.0000	4.0000	
100.3803	102.4551	113.9495	128.7249	5.0000	1.0748	7.4944	5.7754	9.3918	1.0000	4.0000	9.0000	4.0000	
142.1166	144.3220	163.9499	174.6531	6.0000	1.2054	15.6279	1.7032	0.8899	1.0000	4.0000	9.0000	4.0000	
179.5429	181.5139	188.0454	198.7486	3.0000	0.9710	2.5315	1.7032	1.5481	1.0000	4.0000	9.0000	4.0000	
204.2967	210.6190	217.1506	228.1140	1.0000	5.3223	2.5315	1.9635	1.5481	1.0000	4.0000	9.0000	4.0000	
233.6621	239.3169	244.0045	254.9680	6.0000	4.6547	0.6876	1.9635	2.2211	1.0000	4.0000	9.0000	4.0000	
261.1890	264.5472	271.8245	286.5999	4.0000	2.3581	3.2774	5.7754	3.3852	1.0000	4.0000	9.0000	4.0000	
293.9851	297.8196	303.1233	321.3633	2.0000	2.8345	1.3037	9.2400	1.5481	1.0000	4.0000	9.0000	4.0000	
326.9114	330.7459	342.3447	351.9639	1.0000	2.8345	7.5989	0.6192	0.9246	1.0000	4.0000	9.0000	4.0000	
356.8885	362.0043	368.5359	378.1550	5.0000	4.1158	2.5315	0.6192	4.8326	1.0000	4.0000	9.0000	4.0000	

