Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	3.0653	11.8682	21.8225	1.0000	2.0653	4.8030	0.9543	5.9997	1.0000	4.0000	9.0000	4.0000	
31.8222	36.7615	42.5709	52.7497	2.0000	3.9392	1.8094	1.1788	0.6184	1.0000	4.0000	9.0000	4.0000	
57.3681	63.7669	71.7387	85.7998	1.0000	5.3988	3.9718	5.0612	0.9760	1.0000	4.0000	9.0000	4.0000	
90.7758	93.1810	99.2650	109.4439	3.0000	1.4052	2.0841	1.1788	0.9760	1.0000	4.0000	9.0000	4.0000	
114.4198	120.8186	125.4331	136.4299	5.0000	5.3988	0.6145	1.9967	1.8676	1.0000	4.0000	9.0000	4.0000	
142.2975	146.0114	153.7172	167.7784	6.0000	2.7139	3.7058	5.0612	5.2918	1.0000	4.0000	9.0000	4.0000	
177.0702	183.2061	190.3788	200.3792	5.0000	5.1359	3.1727	1.0004	5.9997	1.0000	4.0000	9.0000	4.0000	
210.3789	216.7777	222.8618	233.0406	4.0000	5.3988	2.0841	1.1788	0.9760	1.0000	4.0000	9.0000	4.0000	
238.0166	240.4217	247.0598	260.8416	4.0000	1.4052	2.6381	4.7818	2.9138	1.0000	4.0000	9.0000	4.0000	
267.7553	275.1051	282.0749	297.3831	6.0000	6.3498	2.9698	6.3082	0.9760	1.0000	4.0000	9.0000	4.0000	
302.3591	306.0762	314.0479	324.6193	2.0000	2.7171	3.9718	1.5714	9.0741	1.0000	4.0000	9.0000	4.0000	
337.6934	340.4707	345.0777	366.0571	3.0000	1.7772	0.6070	11.9794	9.0741	1.0000	4.0000	9.0000	4.0000	

