Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	6.0501	11.7101	24.6074	1.0000	5.0501	1.6600	3.8973	4.3866	1.0000	4.0000	9.0000	4.0000	
32.9941	34.7431	43.6126	57.5244	5.0000	0.7491	4.8694	4.9118	1.3757	1.0000	4.0000	9.0000	4.0000	
62.9001	65.6933	77.3082	90.0799	3.0000	1.7933	7.6149	3.7716	4.1214	1.0000	4.0000	9.0000	4.0000	
98.2013	104.2515	112.4853	131.6477	2.0000	5.0501	4.2338	10.1624	4.3866	1.0000	4.0000	9.0000	4.0000	
140.0343	146.9974	155.8669	173.9354	4.0000	5.9631	4.8694	9.0685	12.6537	1.0000	4.0000	9.0000	4.0000	
190.5890	195.9936	200.9399	215.1895	2.0000	4.4046	0.9463	5.2496	6.6533	1.0000	4.0000	9.0000	4.0000	
225.8428	228.6803	236.7318	250.6436	1.0000	1.8374	4.0515	4.9118	3.5670	1.0000	4.0000	9.0000	4.0000	
258.2105	260.2279	266.1273	275.9511	6.0000	1.0174	1.8994	0.8238	3.6993	1.0000	4.0000	9.0000	4.0000	
283.6504	288.1809	293.1272	304.7828	3.0000	3.5305	0.9463	2.6556	3.5670	1.0000	4.0000	9.0000	4.0000	
312.3498	319.3129	330.9278	342.0602	5.0000	5.9631	7.6149	2.1323	3.5670	1.0000	4.0000	9.0000	4.0000	
349.6272	355.6773	360.6236	374.5354	4.0000	5.0501	0.9463	4.9118	6.2276	1.0000	4.0000	9.0000	4.0000	
384.7630	390.1675	398.4013	414.6972	6.0000	4.4046	4.2338	7.2959	3.5670	1.0000	4.0000	9.0000	4.0000	

