Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	3.2109	7.8348	20.8438	1.0000	2.2109	0.6239	4.0090	10.6315	1.0000	4.0000	9.0000	4.0000	
35.4753	41.9733	46.5972	60.4263	2.0000	5.4980	0.6239	4.8292	1.2714	1.0000	4.0000	9.0000	4.0000	
65.6977	72.1957	76.9562	88.7881	5.0000	5.4980	0.7605	2.8319	3.7193	1.0000	4.0000	9.0000	4.0000	
96.5074	100.0391	107.3975	119.6200	3.0000	2.5317	3.3584	3.2225	9.0709	1.0000	4.0000	9.0000	4.0000	
132.6909	134.3414	140.8006	154.0304	5.0000	0.6506	2.4591	4.2299	10.6315	1.0000	4.0000	9.0000	4.0000	
168.6620	171.7673	178.0058	190.0937	3.0000	2.1054	2.2385	3.0879	0.9332	1.0000	4.0000	9.0000	4.0000	
195.0269	201.5249	210.8671	224.0970	1.0000	5.4980	5.3422	4.2299	1.2714	1.0000	4.0000	9.0000	4.0000	
229.3683	231.0189	235.7794	248.0019	6.0000	0.6506	0.7605	3.2225	0.9332	1.0000	4.0000	9.0000	4.0000	
252.9352	259.4331	265.6716	278.6806	6.0000	5.4980	2.2385	4.0090	3.9327	1.0000	4.0000	9.0000	4.0000	
286.6133	292.4852	307.0462	318.1974	4.0000	4.8720	10.5610	2.1512	3.9327	1.0000	4.0000	9.0000	4.0000	
326.1300	332.2622	337.0227	351.0690	4.0000	5.1321	0.7605	5.0463	0.9332	1.0000	4.0000	9.0000	4.0000	
356.0022	359.5340	367.0738	381.1201	2.0000	2.5317	3.5398	5.0463	2.7974	1.0000	4.0000	9.0000	4.0000	

