Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	5.3044	9.9429	20.9127	6.0000	4.3044	0.6385	1.9698	2.9406	1.0000	4.0000	9.0000	4.0000	
27.8533	34.3981	44.2752	54.8476	3.0000	5.5448	5.8770	1.5725	1.1394	1.0000	4.0000	9.0000	4.0000	
59.9870	62.3468	66.9426	78.7192	3.0000	1.3598	0.5958	2.7766	0.6360	1.0000	4.0000	9.0000	4.0000	
83.3552	88.0341	92.8438	105.7848	6.0000	3.6789	0.8098	3.9409	5.9081	1.0000	4.0000	9.0000	4.0000	
115.6928	122.2377	136.9982	147.5706	1.0000	5.5448	10.7605	1.5725	0.6360	1.0000	4.0000	9.0000	4.0000	
152.2066	158.7514	182.4526	201.1207	4.0000	5.5448	19.7011	9.6681	3.6053	1.0000	4.0000	9.0000	4.0000	
208.7259	212.9793	219.9473	232.8883	2.0000	3.2533	2.9681	3.9409	3.6053	1.0000	4.0000	9.0000	4.0000	
240.4935	245.7980	250.3938	261.5687	5.0000	4.3044	0.5958	2.1749	7.1425	1.0000	4.0000	9.0000	4.0000	
272.7112	274.5672	280.2120	291.6224	5.0000	0.8560	1.6448	2.4104	5.9081	1.0000	4.0000	9.0000	4.0000	
301.5305	308.0753	313.7201	325.4967	2.0000	5.5448	1.6448	2.7766	1.8315	1.0000	4.0000	9.0000	4.0000	
331.3283	333.1843	343.0613	354.8379	4.0000	0.8560	5.8770	2.7766	2.3218	1.0000	4.0000	9.0000	4.0000	
361.1597	363.0348	367.8446	381.8859	1.0000	0.8751	0.8098	5.0413	2.3218	1.0000	4.0000	9.0000	4.0000	

