Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	1.6310	6.9983	18.9659	6.0000	0.6310	1.3674	2.9676	0.8590	1.0000	4.0000	9.0000	4.0000	
23.8249	25.7604	32.5182	53.4175	1.0000	0.9355	2.7578	11.8993	8.8707	1.0000	4.0000	9.0000	4.0000	
66.2883	70.4473	78.9169	98.4841	4.0000	3.1590	4.4697	10.5672	2.2725	1.0000	4.0000	9.0000	4.0000	
104.7566	106.6922	111.7615	124.2826	5.0000	0.9355	1.0693	3.5211	1.3153	1.0000	4.0000	9.0000	4.0000	
129.5979	136.0269	141.3943	157.1444	1.0000	5.4290	1.3674	6.7501	2.8123	1.0000	4.0000	9.0000	4.0000	
163.9567	169.2313	174.5987	185.0800	3.0000	4.2746	1.3674	1.4813	1.3153	1.0000	4.0000	9.0000	4.0000	
190.3953	194.5543	200.2963	210.8975	2.0000	3.1590	1.7420	1.6012	1.8557	1.0000	4.0000	9.0000	4.0000	
216.7533	219.1650	224.2343	239.4529	2.0000	1.4118	1.0693	6.2185	2.2725	1.0000	4.0000	9.0000	4.0000	
245.7254	252.1544	260.6234	275.8419	3.0000	5.4290	4.4690	6.2185	2.2518	1.0000	4.0000	9.0000	4.0000	
282.0937	288.2543	295.2577	311.0078	4.0000	5.1606	3.0034	6.7501	0.7168	1.0000	4.0000	9.0000	4.0000	
315.7246	320.9992	329.4689	343.9945	5.0000	4.2746	4.4697	5.5256	1.2200	1.0000	4.0000	9.0000	4.0000	
349.2144	354.4891	362.7253	372.2714	6.0000	4.2746	4.2363	0.5460	1.2200	1.0000	4.0000	9.0000	4.0000	

