Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	7.0490	24.1355	36.4131	5.0000	6.0490	13.0865	3.2776	2.9571	1.0000	4.0000	9.0000	4.0000	
43.3703	45.1391	52.9943	63.5356	5.0000	0.7688	3.8553	1.5413	15.8007	1.0000	4.0000	9.0000	4.0000	
83.3362	90.3853	96.7607	110.7064	6.0000	6.0490	2.3754	4.9458	7.8417	1.0000	4.0000	9.0000	4.0000	
122.5482	125.8902	131.2860	144.7106	4.0000	2.3421	1.3958	4.4245	10.1062	1.0000	4.0000	9.0000	4.0000	
158.8167	165.0429	179.0784	192.5030	1.0000	5.2262	10.0356	4.4245	2.9571	1.0000	4.0000	9.0000	4.0000	
199.4601	204.6252	209.7859	223.2104	3.0000	4.1651	1.1607	4.4245	2.9475	1.0000	4.0000	9.0000	4.0000	
230.1580	231.7881	245.8237	261.9824	6.0000	0.6302	10.0356	7.1587	11.2442	1.0000	4.0000	9.0000	4.0000	
277.2266	278.8568	289.8384	299.8865	3.0000	0.6302	6.9816	1.0481	8.7578	1.0000	4.0000	9.0000	4.0000	
312.6443	314.2745	331.3609	344.1630	1.0000	0.6302	13.0865	3.8020	17.4999	1.0000	4.0000	9.0000	4.0000	
365.6628	370.8279	375.4980	386.0392	2.0000	4.1651	0.6701	1.5413	3.5572	1.0000	4.0000	9.0000	4.0000	
393.5965	400.6455	411.7627	424.5647	4.0000	6.0490	7.1171	3.8020	3.5572	1.0000	4.0000	9.0000	4.0000	
432.1219	435.4640	446.4456	456.4937	2.0000	2.3421	6.9816	1.0481	0.6987	1.0000	4.0000	9.0000	4.0000	

