Event1 onset	Event2 onset	Event3 onset	Event4 onset	Trial type	ISI1	ISI2	ISI3	ITI	Event1Dur	Event2Dur	Event3Dur	Event4Dur	
0.0000	5.1629	22.7094	45.6190	2.0000	4.1629	13.5465	13.9095	6.2456	1.0000	4.0000	9.0000	4.0000	
55.8646	58.4780	68.7781	79.8784	6.0000	1.6134	6.3001	2.1004	7.5986	1.0000	4.0000	9.0000	4.0000	
91.4770	96.6399	103.3481	119.0261	6.0000	4.1629	2.7081	6.6780	11.7402	1.0000	4.0000	9.0000	4.0000	
134.7662	142.5913	166.5913	177.6917	3.0000	6.8251	20.0000	2.1004	6.2456	1.0000	4.0000	9.0000	4.0000	
187.9373	193.2428	206.6743	217.7747	5.0000	4.3055	9.4315	2.1004	7.5986	1.0000	4.0000	9.0000	4.0000	
229.3732	232.0039	256.0039	267.1042	4.0000	1.6307	20.0000	2.1004	9.8643	1.0000	4.0000	9.0000	4.0000	
280.9686	286.1315	292.5714	315.4809	4.0000	4.1629	2.4399	13.9095	8.9015	1.0000	4.0000	9.0000	4.0000	
328.3824	332.2320	337.5599	354.2268	2.0000	2.8496	1.3279	7.6669	7.5010	1.0000	4.0000	9.0000	4.0000	
365.7278	368.3585	373.6864	385.6619	1.0000	1.6307	1.3279	2.9755	1.4220	1.0000	4.0000	9.0000	4.0000	
391.0839	393.9105	400.3503	411.0939	3.0000	1.8265	2.4399	1.7436	1.8593	1.0000	4.0000	9.0000	4.0000	
416.9532	424.7783	448.7783	460.8607	5.0000	6.8251	20.0000	3.0824	9.8643	1.0000	4.0000	9.0000	4.0000	
474.7250	476.6143	494.1608	506.0428	1.0000	0.8893	13.5465	2.8820	3.1802	1.0000	4.0000	9.0000	4.0000	

