Event1 onset,Event2 onset,Trial type,ISI1,ISI2,Event1Dur,Event2Dur
0.0,5.0,2.0,3.8,0.0,5.0,11.5
20.3133,25.3133,5.0,1.0,0.0,5.0,11.5
37.8616,42.8616,5.0,1.2,0.0,5.0,11.5
55.5857,60.5857,5.0,2.1,0.0,5.0,11.5
74.1392,79.1392,5.0,1.7,0.0,5.0,11.5
92.3844,97.3844,4.0,2.0,0.0,5.0,11.5
110.8715,115.8715,4.0,1.2,0.0,5.0,11.5
128.5956,133.5956,1.0,1.9,0.0,5.0,11.5
147.0303,152.0303,1.0,1.1,0.0,5.0,11.5
164.5983,169.5983,6.0,2.3,0.0,5.0,11.5
183.4186,188.4186,6.0,1.5,0.0,5.0,11.5
201.4401,206.4401,1.0,3.8,0.0,5.0,11.5
221.7533,226.7533,3.0,2.4,0.0,5.0,11.5
240.6334,245.6334,3.0,2.3,0.0,5.0,11.5
259.4023,264.4023,1.0,1.5,0.0,5.0,11.5
277.4312,282.4312,3.0,2.3,0.0,5.0,11.5
296.2148,301.2148,5.0,2.0,0.0,5.0,11.5
314.6964,319.6964,2.0,1.5,0.0,5.0,11.5
332.7178,337.7178,6.0,3.9,0.0,5.0,11.5
353.0911,358.0911,6.0,1.8,0.0,5.0,11.5
371.4382,376.4382,6.0,1.2,0.0,5.0,11.5
389.1623,394.1623,1.0,2.3,0.0,5.0,11.5
407.9312,412.9312,1.0,1.1,0.0,5.0,11.5
425.4936,430.4936,2.0,1.6,0.0,5.0,11.5
443.5586,448.5586,6.0,1.7,0.0,5.0,11.5
461.7264,466.7264,3.0,2.6,0.0,5.0,11.5
480.7897,485.7897,3.0,2.0,0.0,5.0,11.5
499.2768,504.2768,4.0,1.5,0.0,5.0,11.5
517.322,522.322,4.0,1.5,0.0,5.0,11.5
535.3508,540.3508,4.0,3.2,0.0,5.0,11.5
555.0365,560.0365,4.0,2.0,0.0,5.0,11.5
573.5699,578.5699,3.0,1.8,0.0,5.0,11.5
591.917,596.917,2.0,1.5,0.0,5.0,11.5
609.9482,614.9482,5.0,1.5,0.0,5.0,11.5
627.977,632.977,2.0,2.4,0.0,5.0,11.5
646.8571,651.8571,2.0,2.3,0.0,5.0,11.5
