Event1 onset,Event2 onset,Trial type,ISI1,ISI2,Event1Dur,Event2Dur
0.0,5.7957,2.0,1.5,0.8,5.0,10.5
17.8372,23.4198,5.0,3.3,2.5,5.0,10.5
37.733,43.3566,3.0,1.3,0.6,5.0,10.5
55.6253,61.1741,3.0,2.2,0.5,5.0,10.5
73.8919,79.7258,1.0,1.2,0.8,5.0,10.5
91.3924,96.9426,2.0,2.3,0.6,5.0,10.5
109.7265,115.2889,4.0,1.1,0.6,5.0,10.5
126.868,132.4916,4.0,1.8,0.6,5.0,10.5
144.7603,150.5942,5.0,1.8,0.8,5.0,10.5
163.3782,169.6727,6.0,1.2,3.2,5.0,10.5
181.401,186.9838,6.0,4.2,0.6,5.0,10.5
201.6785,207.3911,4.0,1.2,0.7,5.0,10.5
219.1194,224.7033,4.0,3.1,2.5,5.0,10.5
238.7712,244.3551,1.0,1.4,0.6,5.0,10.5
256.7751,262.4761,6.0,1.3,0.7,5.0,10.5
274.2541,279.8552,1.0,4.3,0.6,5.0,10.5
295.1115,300.7926,4.0,5.5,0.7,5.0,10.5
317.2926,323.0549,2.0,1.3,0.8,5.0,10.5
335.3528,341.6473,3.0,1.2,1.3,5.0,10.5
353.3139,359.1478,2.0,1.3,0.8,5.0,10.5
371.4164,377.3441,3.0,1.4,0.9,5.0,10.5
389.281,394.8311,1.0,1.3,2.5,5.0,10.5
407.129,413.0973,5.0,1.5,1.0,5.0,10.5
425.1389,430.778,5.0,2.9,0.6,5.0,10.5
444.1951,450.0063,1.0,1.5,0.8,5.0,10.5
462.4711,468.305,3.0,1.9,0.8,5.0,10.5
480.725,486.6933,1.0,1.8,1.0,5.0,10.5
499.4773,505.0601,5.0,3.1,0.6,5.0,10.5
519.128,525.1563,5.0,2.0,1.0,5.0,10.5
537.6211,543.2603,6.0,1.2,0.6,5.0,10.5
554.9416,560.6211,6.0,1.0,0.7,5.0,10.5
572.1589,577.7825,6.0,1.7,0.6,5.0,10.5
590.5279,596.1515,2.0,1.4,0.6,5.0,10.5
608.5715,614.2518,2.0,1.1,0.7,5.0,10.5
625.8369,631.5495,3.0,1.2,0.7,5.0,10.5
643.2226,648.8051,4.0,4.8,2.5,5.0,10.5
