Event1 onset,Event2 onset,Trial type,ISI1,ISI2,Event1Dur,Event2Dur
0.0,5.0,1.0,3.4,0.0,5.0,11.5
19.8886,24.8886,5.0,2.2,0.0,5.0,11.5
38.5595,43.5595,3.0,2.6,0.0,5.0,11.5
57.4422,62.4422,2.0,1.8,0.0,5.0,11.5
75.7131,80.7131,3.0,1.3,0.0,5.0,11.5
93.3052,98.3052,3.0,1.6,0.0,5.0,11.5
111.4497,116.4497,4.0,1.4,0.0,5.0,11.5
129.3841,134.3841,6.0,2.7,0.0,5.0,11.5
148.3446,153.3446,1.0,2.7,0.0,5.0,11.5
167.5025,172.5025,1.0,2.7,0.0,5.0,11.5
186.463,191.463,3.0,1.3,0.0,5.0,11.5
204.3096,209.3096,6.0,1.3,0.0,5.0,11.5
221.8978,226.8978,4.0,2.4,0.0,5.0,11.5
240.6141,245.6141,5.0,2.6,0.0,5.0,11.5
259.4969,264.4969,2.0,1.3,0.0,5.0,11.5
277.2957,282.2957,4.0,1.1,0.0,5.0,11.5
294.8617,299.8617,6.0,1.6,0.0,5.0,11.5
312.7808,317.7808,6.0,3.5,0.0,5.0,11.5
332.5363,337.5363,6.0,2.4,0.0,5.0,11.5
351.419,356.419,6.0,2.4,0.0,5.0,11.5
370.0899,375.0899,2.0,1.1,0.0,5.0,11.5
387.7389,392.7389,2.0,1.4,0.0,5.0,11.5
405.658,410.658,2.0,2.1,0.0,5.0,11.5
424.2947,429.2947,3.0,3.5,0.0,5.0,11.5
444.0502,449.0502,3.0,1.5,0.0,5.0,11.5
462.0196,467.0196,4.0,3.5,0.0,5.0,11.5
481.7751,486.7751,4.0,1.4,0.0,5.0,11.5
499.6941,504.6941,1.0,1.4,0.0,5.0,11.5
517.6132,522.6132,1.0,1.3,0.0,5.0,11.5
535.2014,540.2014,1.0,1.6,0.0,5.0,11.5
553.1357,558.1357,2.0,2.4,0.0,5.0,11.5
572.0185,577.0185,5.0,2.4,0.0,5.0,11.5
590.8773,595.8773,5.0,2.0,0.0,5.0,11.5
609.1482,614.1482,5.0,1.2,0.0,5.0,11.5
626.8546,631.8546,5.0,1.4,0.0,5.0,11.5
644.7737,649.7737,4.0,1.8,0.0,5.0,11.5
