Event1 onset,Event2 onset,Trial type,ISI1,ISI2,Event1Dur,Event2Dur
0.0,5.2629,3.0,3.3,0.3,5.0,8.0
17.2629,22.8119,4.0,2.6,0.5,5.0,8.0
34.116,39.1187,4.0,0.1,0.1,5.0,8.0
47.232,52.6187,2.0,1.6,0.4,5.0,8.0
62.2321,69.2321,4.0,3.4,2.0,5.0,8.0
80.6254,85.9582,6.0,4.0,0.3,5.0,8.0
97.9582,103.5073,3.0,3.3,0.5,5.0,8.0
115.4799,121.0463,4.0,4.0,3.6,5.0,8.0
133.0463,138.8114,3.0,0.1,0.8,5.0,8.0
146.8798,152.3995,6.0,3.4,3.5,5.0,8.0
163.7927,169.1,6.0,1.1,0.3,5.0,8.0
178.9009,184.1594,6.0,0.1,0.3,5.0,8.0
192.2277,197.9847,1.0,1.3,3.8,5.0,8.0
207.3227,212.6314,5.0,2.7,0.3,5.0,8.0
224.0246,229.4112,1.0,4.0,0.4,5.0,8.0
241.4112,247.266,5.0,1.1,3.9,5.0,8.0
256.3701,262.0586,6.0,1.6,0.7,5.0,8.0
271.672,276.6981,6.0,3.3,0.1,5.0,8.0
288.6981,293.9884,5.0,2.6,0.3,5.0,8.0
305.3027,312.3027,2.0,2.6,2.0,5.0,8.0
323.6068,329.6279,5.0,1.4,1.0,5.0,8.0
339.0225,344.2888,5.0,3.3,0.3,5.0,8.0
356.2888,362.0459,2.0,0.1,0.8,5.0,8.0
370.1481,375.9132,2.0,0.1,0.8,5.0,8.0
383.9816,389.3144,2.0,1.0,0.3,5.0,8.0
398.9804,404.242,3.0,3.3,0.3,5.0,8.0
416.242,421.2447,2.0,1.1,0.1,5.0,8.0
430.3489,436.2036,1.0,0.1,0.9,5.0,8.0
444.3169,450.082,4.0,2.6,0.8,5.0,8.0
461.3963,466.783,4.0,0.2,0.4,5.0,8.0
474.9903,480.2807,3.0,2.6,0.3,5.0,8.0
491.595,497.4497,3.0,1.4,0.9,5.0,8.0
506.8443,511.8817,5.0,2.6,0.1,5.0,8.0
522.4369,527.7455,1.0,3.3,0.3,5.0,8.0
539.7455,544.783,1.0,1.4,0.1,5.0,8.0
554.1776,561.1776,1.0,1.9,4.5,5.0,8.0
