Event1 onset,Event2 onset,Trial type,ISI1,ISI2,Event1Dur,Event2Dur
0.0,5.0,6.0,2.2,0.0,5.0,11.5
18.6899,23.6899,2.0,1.6,0.0,5.0,11.5
36.8056,41.8056,2.0,1.2,0.0,5.0,11.5
54.465,59.465,3.0,4.0,0.0,5.0,11.5
74.965,79.965,3.0,1.0,0.0,5.0,11.5
92.4758,97.4758,3.0,1.9,0.0,5.0,11.5
110.8951,115.8951,6.0,2.2,0.0,5.0,11.5
129.6313,134.6313,1.0,2.2,0.0,5.0,11.5
148.3675,153.3675,5.0,2.2,0.0,5.0,11.5
167.0217,172.0217,5.0,1.4,0.0,5.0,11.5
184.8763,189.8763,2.0,2.2,0.0,5.0,11.5
203.5305,208.5305,2.0,3.2,0.0,5.0,11.5
223.2557,228.2557,5.0,1.9,0.0,5.0,11.5
241.6465,246.6465,5.0,3.4,0.0,5.0,11.5
261.5056,266.5056,1.0,1.4,0.0,5.0,11.5
279.4136,284.4136,2.0,2.0,0.0,5.0,11.5
297.9635,302.9635,6.0,1.2,0.0,5.0,11.5
315.6933,320.6933,6.0,1.2,0.0,5.0,11.5
333.4001,338.4001,1.0,2.0,0.0,5.0,11.5
351.95,356.95,3.0,4.0,0.0,5.0,11.5
372.45,377.45,4.0,2.2,0.0,5.0,11.5
391.1042,396.1042,4.0,1.0,0.0,5.0,11.5
408.626,413.626,6.0,2.0,0.0,5.0,11.5
427.0956,432.0956,3.0,1.2,0.0,5.0,11.5
444.7549,449.7549,2.0,3.4,0.0,5.0,11.5
464.6141,469.6141,6.0,2.0,0.0,5.0,11.5
483.1299,488.1299,5.0,1.1,0.0,5.0,11.5
500.7221,505.7221,5.0,2.1,0.0,5.0,11.5
519.317,524.317,1.0,2.2,0.0,5.0,11.5
538.0292,543.0292,1.0,1.9,0.0,5.0,11.5
556.4366,561.4366,1.0,1.0,0.0,5.0,11.5
573.9474,578.9474,3.0,1.8,0.0,5.0,11.5
592.2448,597.2448,4.0,1.1,0.0,5.0,11.5
609.8675,614.8675,4.0,4.0,0.0,5.0,11.5
630.3675,635.3675,4.0,1.2,0.0,5.0,11.5
648.0973,653.0973,4.0,1.0,0.0,5.0,11.5
