Event1 onset,Event2 onset,Trial type,ISI1,ISI2,Event1Dur,Event2Dur
0.0,5.5173,1.0,1.8,0.5,5.0,10.5
17.865,23.9652,2.0,2.4,2.7,5.0,10.5
37.2778,42.9609,1.0,4.4,0.7,5.0,10.5
58.293,64.0385,6.0,1.8,0.7,5.0,10.5
76.3272,82.3794,5.0,2.3,1.1,5.0,10.5
95.1911,100.7475,6.0,1.2,2.2,5.0,10.5
112.4841,118.1105,4.0,1.2,0.6,5.0,10.5
129.8471,135.8993,2.0,1.4,2.7,5.0,10.5
148.188,153.8637,5.0,1.8,0.7,5.0,10.5
166.139,171.9214,4.0,2.5,0.8,5.0,10.5
184.9248,190.6454,5.0,1.9,2.3,5.0,10.5
203.0816,209.1338,1.0,1.4,1.1,5.0,10.5
221.4091,227.0098,1.0,2.2,0.6,5.0,10.5
240.1391,246.1747,4.0,1.8,1.0,5.0,10.5
258.8383,264.5115,4.0,2.9,0.7,5.0,10.5
278.3481,283.8982,2.0,1.2,0.6,5.0,10.5
295.6112,301.1551,2.0,2.1,0.5,5.0,10.5
313.8027,319.5482,4.0,1.5,0.7,5.0,10.5
331.9845,337.5851,3.0,1.3,0.6,5.0,10.5
349.3373,354.8546,3.0,2.2,0.5,5.0,10.5
367.5409,373.0477,3.0,2.4,0.5,5.0,10.5
386.3602,392.1591,2.0,2.2,0.8,5.0,10.5
404.8455,410.6167,3.0,2.1,0.8,5.0,10.5
423.6201,430.0309,3.0,1.2,1.4,5.0,10.5
441.7438,447.417,5.0,5.7,0.7,5.0,10.5
463.6432,469.1932,5.0,2.2,0.6,5.0,10.5
481.8569,488.1637,3.0,1.8,1.3,5.0,10.5
500.5114,506.1945,6.0,2.9,0.7,5.0,10.5
520.0312,525.5379,4.0,1.2,0.5,5.0,10.5
537.6646,544.2313,6.0,2.2,1.6,5.0,10.5
556.895,562.5959,6.0,2.2,0.7,5.0,10.5
575.7253,581.2321,6.0,1.7,0.5,5.0,10.5
593.8797,599.5596,2.0,2.0,0.7,5.0,10.5
612.0728,617.8183,5.0,1.1,2.3,5.0,10.5
629.3947,635.0678,1.0,1.0,0.7,5.0,10.5
646.6027,652.7241,1.0,1.3,1.1,5.0,10.5
