Event1 onset,Event2 onset,Trial type,ISI1,ISI2,Event1Dur,Event2Dur
0.0,5.9108,1.0,1.4,2.3,5.0,10.5
17.8059,23.6178,4.0,1.6,0.8,5.0,10.5
35.6918,41.3502,6.0,2.7,0.7,5.0,10.5
54.5505,60.2727,6.0,2.0,0.7,5.0,10.5
72.8181,78.3616,1.0,1.4,0.5,5.0,10.5
90.6174,97.3613,1.0,1.2,1.7,5.0,10.5
109.1038,115.1382,3.0,1.9,1.0,5.0,10.5
127.5453,133.0822,2.0,1.3,0.5,5.0,10.5
144.8687,150.7673,1.0,1.8,0.9,5.0,10.5
163.0776,169.332,6.0,1.2,1.3,5.0,10.5
181.0569,186.5577,5.0,2.3,0.5,5.0,10.5
199.758,205.3324,2.0,2.2,2.0,5.0,10.5
218.0278,223.8921,4.0,1.5,2.3,5.0,10.5
235.8911,241.855,3.0,1.1,1.0,5.0,10.5
253.4832,259.1189,2.0,1.3,0.6,5.0,10.5
270.9155,276.4647,2.0,2.6,1.9,5.0,10.5
290.0011,296.0355,2.0,1.2,1.0,5.0,10.5
308.1095,313.6587,6.0,2.3,0.5,5.0,10.5
326.494,332.0309,4.0,1.2,0.5,5.0,10.5
344.1151,349.7977,5.0,1.5,0.7,5.0,10.5
362.2048,367.7483,5.0,3.6,0.5,5.0,10.5
382.2749,388.2924,4.0,3.6,1.0,5.0,10.5
402.819,408.3198,6.0,1.4,0.5,5.0,10.5
420.2091,426.28,1.0,2.6,1.1,5.0,10.5
439.8163,445.3532,3.0,3.8,0.5,5.0,10.5
459.6637,465.5279,5.0,1.6,0.9,5.0,10.5
478.0733,484.3277,5.0,1.0,1.3,5.0,10.5
495.8573,501.3941,5.0,5.5,1.9,5.0,10.5
517.798,523.3633,4.0,1.3,0.6,5.0,10.5
535.536,542.0258,3.0,1.0,1.5,5.0,10.5
553.5553,559.4661,3.0,1.3,0.9,5.0,10.5
571.2378,576.96,3.0,2.6,0.7,5.0,10.5
590.4963,596.4602,6.0,5.5,1.0,5.0,10.5
612.8641,618.5226,4.0,1.1,0.7,5.0,10.5
630.1509,636.1159,2.0,1.6,1.0,5.0,10.5
648.2001,653.7369,1.0,1.2,0.5,5.0,10.5
