Event1 onset,Event2 onset,Trial type,ISI1,ISI2,Event1Dur,Event2Dur
0.0,7.3534,4.0,2.2,2.4,5.0,10.5
20.0649,25.7466,4.0,1.6,0.7,5.0,10.5
38.1742,43.8811,5.0,1.1,0.7,5.0,10.5
55.4902,61.1218,5.0,3.8,1.6,5.0,10.5
75.685,81.5209,6.0,1.3,0.8,5.0,10.5
93.3371,99.1132,2.0,3.2,1.8,5.0,10.5
113.0875,118.7301,3.0,1.3,0.6,5.0,10.5
130.4934,136.8504,3.0,3.8,1.4,5.0,10.5
151.4136,157.2227,3.0,2.2,0.8,5.0,10.5
169.8833,175.387,1.0,1.3,0.5,5.0,10.5
187.1503,192.7756,6.0,3.5,0.6,5.0,10.5
206.75,213.107,6.0,2.3,1.4,5.0,10.5
226.2059,231.8597,1.0,3.8,0.7,5.0,10.5
246.4229,252.4186,1.0,1.3,1.0,5.0,10.5
264.4916,269.9952,4.0,1.3,0.5,5.0,10.5
281.8231,287.6321,4.0,1.4,0.8,5.0,10.5
299.5442,305.198,4.0,1.4,0.7,5.0,10.5
317.3538,323.0576,6.0,1.6,0.7,5.0,10.5
335.1729,340.96,5.0,1.8,0.8,5.0,10.5
353.2553,359.6156,1.0,2.6,1.4,5.0,10.5
372.7145,378.4183,1.0,1.9,1.7,5.0,10.5
390.8459,397.7694,2.0,1.9,1.9,5.0,10.5
410.43,416.2789,5.0,1.6,0.8,5.0,10.5
428.4042,434.1402,1.0,1.3,0.7,5.0,10.5
446.2039,452.5609,5.0,2.0,1.4,5.0,10.5
465.097,470.717,5.0,2.0,1.6,5.0,10.5
483.5234,489.3105,2.0,1.4,0.8,5.0,10.5
501.4662,507.148,2.0,1.5,0.7,5.0,10.5
519.4432,525.0217,3.0,1.6,0.6,5.0,10.5
537.1601,542.8669,6.0,3.0,0.7,5.0,10.5
556.3679,561.9994,6.0,2.2,0.6,5.0,10.5
574.6601,580.4776,4.0,1.6,0.8,5.0,10.5
592.5413,598.6394,3.0,1.4,2.1,5.0,10.5
610.5205,616.0889,2.0,1.6,0.6,5.0,10.5
628.4992,634.2752,3.0,2.1,0.8,5.0,10.5
647.181,652.6846,2.0,2.6,0.5,5.0,10.5
