Event1 onset,Event2 onset,Trial type,ISI1,ISI2,Event1Dur,Event2Dur
0.0,6.1252,3.0,4.4,1.1,5.0,10.5
21.0585,27.609,5.0,1.1,1.6,5.0,10.5
39.2482,44.7576,1.0,3.1,0.5,5.0,10.5
58.3605,63.8792,4.0,1.2,0.5,5.0,10.5
75.5518,81.8952,4.0,1.0,1.3,5.0,10.5
93.4258,99.1451,4.0,1.3,0.7,5.0,10.5
111.2736,116.7896,6.0,1.0,0.5,5.0,10.5
128.3005,133.8165,1.0,1.2,0.5,5.0,10.5
145.4891,151.0051,3.0,1.9,0.5,5.0,10.5
163.7298,169.5911,6.0,1.6,0.9,5.0,10.5
181.7165,187.7846,5.0,3.1,1.1,5.0,10.5
201.3875,207.0293,5.0,1.5,0.6,5.0,10.5
219.0494,224.6965,3.0,2.7,0.6,5.0,10.5
238.2023,243.721,3.0,1.3,0.5,5.0,10.5
255.8463,261.4934,1.0,1.1,0.6,5.0,10.5
273.0935,278.9138,1.0,1.3,2.4,5.0,10.5
291.0391,296.9871,1.0,1.1,0.9,5.0,10.5
308.5797,314.3333,6.0,1.0,0.8,5.0,10.5
325.8401,331.3765,6.0,1.3,0.5,5.0,10.5
343.505,349.2115,5.0,3.3,0.7,5.0,10.5
363.0385,368.5571,5.0,2.7,2.1,5.0,10.5
382.0629,388.6135,3.0,1.4,1.6,5.0,10.5
400.8286,406.5822,2.0,1.0,2.4,5.0,10.5
418.0931,423.6295,2.0,3.3,0.5,5.0,10.5
437.4565,443.5246,2.0,2.0,1.1,5.0,10.5
456.2952,462.0146,2.0,2.4,0.7,5.0,10.5
475.2058,481.2141,6.0,1.6,1.0,5.0,10.5
493.6606,499.3466,4.0,2.7,0.7,5.0,10.5
512.4986,518.0294,4.0,4.1,2.1,5.0,10.5
532.9627,538.4935,3.0,1.5,0.5,5.0,10.5
550.4698,556.5731,4.0,3.0,1.1,5.0,10.5
570.0789,575.726,5.0,1.3,2.2,5.0,10.5
587.555,593.108,1.0,1.4,0.6,5.0,10.5
605.3231,611.4912,2.0,3.5,1.2,5.0,10.5
625.8037,631.3131,2.0,1.5,0.5,5.0,10.5
643.2894,648.9754,6.0,3.0,0.7,5.0,10.5
