Event1 onset,Event2 onset,Trial type,ISI1,ISI2,Event1Dur,Event2Dur
0.0,5.0,6.0,1.5,0.0,5.0,11.5
17.9759,22.9759,5.0,1.1,0.0,5.0,11.5
35.5702,40.5702,6.0,1.2,0.0,5.0,11.5
53.1308,58.1308,6.0,1.1,0.0,5.0,11.5
70.7054,75.7054,6.0,1.6,0.0,5.0,11.5
88.7435,93.7435,3.0,3.3,0.0,5.0,11.5
108.4513,113.4513,5.0,4.0,0.0,5.0,11.5
128.9513,133.9513,4.0,3.0,0.0,5.0,11.5
148.3366,153.3366,2.0,1.1,0.0,5.0,11.5
165.9686,170.9686,2.0,1.1,0.0,5.0,11.5
183.5936,188.5936,6.0,1.1,0.0,5.0,11.5
201.2024,206.2024,3.0,3.9,0.0,5.0,11.5
221.5686,226.5686,4.0,1.2,0.0,5.0,11.5
239.1291,244.1291,4.0,4.0,0.0,5.0,11.5
259.6291,264.6291,5.0,1.9,0.0,5.0,11.5
277.8849,282.8849,3.0,1.3,0.0,5.0,11.5
295.7131,300.7131,1.0,1.4,0.0,5.0,11.5
313.5414,318.5414,2.0,3.5,0.0,5.0,11.5
333.4549,338.4549,2.0,1.2,0.0,5.0,11.5
351.0637,356.0637,4.0,3.4,0.0,5.0,11.5
370.9773,375.9773,1.0,1.6,0.0,5.0,11.5
388.9531,393.9531,5.0,1.2,0.0,5.0,11.5
406.6573,411.6573,4.0,1.6,0.0,5.0,11.5
424.7525,429.7525,4.0,1.5,0.0,5.0,11.5
442.704,447.704,5.0,1.1,0.0,5.0,11.5
460.3219,465.3219,1.0,1.5,0.0,5.0,11.5
478.2733,483.2733,1.0,1.2,0.0,5.0,11.5
495.9775,500.9775,1.0,1.2,0.0,5.0,11.5
513.5863,518.5863,1.0,1.1,0.0,5.0,11.5
531.1807,536.1807,3.0,1.2,0.0,5.0,11.5
548.8325,553.8325,3.0,4.0,0.0,5.0,11.5
569.3325,574.3325,3.0,1.1,0.0,5.0,11.5
586.9071,591.9071,6.0,2.7,0.0,5.0,11.5
605.9863,610.9863,2.0,3.0,0.0,5.0,11.5
625.3717,630.3717,2.0,3.3,0.0,5.0,11.5
645.0794,650.0794,5.0,3.3,0.0,5.0,11.5
